내용,종류,수준
슬피,낱말,
시돈,낱말,
시몬,낱말,
시온,낱말,
시집,낱말,
신성,낱말,
신을,낱말,
심은,낱말,
심지,낱말,
심판,낱말,
심히,낱말,
싸서,낱말,
싹이,낱말,
쌓아,낱말,
쌓은,낱말,
쓰는,낱말,
쓸개,낱말,
씨는,낱말,
씨를,낱말,
씻지,낱말,
아기,낱말,
아내,낱말,
아는,낱말,
아니,낱말,
아닌,낱말,
아들,낱말,
아래,낱말,
아멘,낱말,
아무,낱말,
아이,낱말,
아주,낱말,
아직,낱말,
악한,낱말,
안식,낱말,
안에,낱말,
안을,낱말,
앉게,낱말,
앉는,낱말,
앉아,낱말,
앉은,낱말,
앉을,낱말,
않게,낱말,
않고,낱말,
않는,낱말,
않다,낱말,
않은,낱말,
않을,낱말,
알게,낱말,
알고,낱말,
알라,낱말,
알지,낱말,
앓는,낱말,
앓아,낱말,
앞서,낱말,
앞에,낱말,
애를,낱말,
약한,낱말,
양과,낱말,
양은,낱말,
양을,낱말,
양의,낱말,
얕은,낱말,
어느,낱말,
어디,낱말,
어떤,낱말,
어린,낱말,
어찌,낱말,
얹어,낱말,
얻게,낱말,
얻기,낱말,
얻는,낱말,
얻되,낱말,
얻어,낱말,
얻은,낱말,
얻을,낱말,
얻지,낱말,
엄히,낱말,
업신,낱말,
없게,낱말,
없고,낱말,
없는,낱말,
없다,낱말,
없어,낱말,
없을,낱말,
없이,낱말,
엘리,낱말,
여겨,낱말,
여기,낱말,
여러,낱말,
여자,낱말,
엮어,낱말,
연석,낱말,
연자,낱말,
열네,낱말,
열두,낱말,
열둘,낱말,
열릴,낱말,
열매,낱말,
열면,낱말,
열어,낱말,
열한,낱말,
염려,낱말,
엿새,낱말,
영을,낱말,
예수,낱말,
오고,낱말,
오는,낱말,
오늘,낱말,
오라,낱말,
오랜,낱말,
오른,낱말,
오매,낱말,
오사,낱말,
오실,낱말,
오직,낱말,
오천,낱말,
옥에,낱말,
올라,낱말,
옮겨,낱말,
옳게,낱말,
옳다,낱말,
옳은,낱말,
옳지,낱말,
옷에,낱말,
옷은,낱말,
옷을,낱말,
옷이,낱말,
와서,낱말,
와야,낱말,
왔다,낱말,
왕과,낱말,
왕을,낱말,
왕의,낱말,
왕이,낱말,
외에,낱말,
요단,낱말,
요셉,낱말,
요한,낱말,
우리,낱말,
울기,낱말,
울며,낱말,
원치,낱말,
위로,낱말,
위에,낱말,
유다,낱말,
유대,낱말,
육십,낱말,
율법,낱말,
은을,낱말,
음식,낱말,
의가,낱말,
의를,낱말,
의에,낱말,
의의,낱말,
의인,낱말,
이가,낱말,
이길,낱말,
이는,낱말,
이런,낱말,
이로,낱말,
이룬,낱말,
이른,낱말,
이를,낱말,
이름,낱말,
이리,낱말,
이미,낱말,
이어,낱말,
이에,낱말,
이여,낱말,
이와,낱말,
이유,낱말,
이제,낱말,
이혼,낱말,
일곱,낱말,
일과,낱말,
일도,낱말,
일로,낱말,
일만,낱말,
일에,낱말,
일은,낱말,
일을,낱말,
일이,낱말,
일점,낱말,
일흔,낱말,
읽어,낱말,
읽지,낱말,
잃는,낱말,
잃은,낱말,
잃을,낱말,
잃지,낱말,
임금,낱말,
임할,낱말,
입고,낱말,
입은,낱말,
입을,낱말,
입지,낱말,
입혀,낱말,
있고,낱말,
있는,낱말,
있다,낱말,
있던,낱말,
있어,낱말,
있은,낱말,
있을,낱말,
있지,낱말,
자가,낱말,
자고,낱말,
자기,낱말,
자나,낱말,
자는,낱말,
자니,낱말,
자던,낱말,
자도,낱말,
자라,낱말,
자란,낱말,
자로,낱말,
자를,낱말,
자손,낱말,
자신,낱말,
자야,낱말,
자여,낱말,
자와,낱말,
자요,낱말,
자의,낱말,
자주,낱말,
작다,낱말,
작은,낱말,
작지,낱말,
잔과,낱말,
잔다,낱말,
잔디,낱말,
잔을,낱말,
잔이,낱말,
잘라,낱말,
잘새,낱말,
잠시,낱말,
잡고,낱말,
잡는,낱말,
잡아,낱말,
잡은,낱말,
잡지,낱말,
장가,낱말,
장차,낱말,
재에,낱말,
저가,낱말,
저기,낱말,
저는,낱말,
저를,낱말,
저물,낱말,
저편,낱말,
적은,낱말,
적이,낱말,
전부,낱말,
전에,낱말,
제게,낱말,
제단,낱말,
제비,낱말,
제자,낱말,
조금,낱말,
조상,낱말,
졸며,낱말,
좀과,낱말,
좁고,낱말,
좁은,낱말,
종아,낱말,
종을,낱말,
종의,낱말,
종이,낱말,
종일,낱말,
좋고,낱말,
좋다,낱말,
좋은,낱말,
좋을,낱말,
좋지,낱말,
죄가,낱말,
죄를,낱말,
죄수,낱말,
죄와,낱말,
주가,낱말,
주고,낱말,
주께,낱말,
주는,낱말,
주니,낱말,
주라,낱말,
주러,낱말,
주려,낱말,
주로,낱말,
주를,낱말,
주릴,낱말,
주매,낱말,
주며,낱말,
주신,낱말,
주실,낱말,
주어,낱말,
주여,낱말,
주와,낱말,
주운,낱말,
주의,낱말,
주지,낱말,
죽게,낱말,
죽기,낱말,
죽는,낱말,
죽어,낱말,
죽은,낱말,
죽인,낱말,
줄로,낱말,
줄을,낱말,
중에,낱말,
중의,낱말,
중한,낱말,
중히,낱말,
즉시,낱말,
즐겨,낱말,
증언,낱말,
지경,낱말,
지고,낱말,
지금,낱말,
지붕,낱말,
지옥,낱말,
지워,낱말,
지은,낱말,
지을,낱말,
지혜,낱말,
진주,낱말,
질러,낱말,
짐은,낱말,
짐을,낱말,
짐진,낱말,
집안,낱말,
집에,낱말,
집은,낱말,
집을,낱말,
집의,낱말,
집이,낱말,
짓고,낱말,
짓는,낱말,
짓되,낱말,
짜게,낱말,
짜는,낱말,
쫓아,낱말,
찍어,낱말,
찍혀,낱말,
찢어,낱말,
차게,낱말,
착한,낱말,
참새,낱말,
참아,낱말,
찾는,낱말,
찾던,낱말,
찾아,낱말,
찾지,낱말,
천국,낱말,
천하,낱말,
첫째,낱말,
청한,낱말,
쳐서,낱말,
초막,낱말,
총독,낱말,
추수,낱말,
추어,낱말,
춤을,낱말,
치고,낱말,
치는,낱말,
치던,낱말,
치지,낱말,
친히,낱말,
칼과,낱말,
칼로,낱말,
칼을,낱말,
커서,낱말,
켜서,낱말,
크게,낱말,
크고,낱말,
크냐,낱말,
크다,낱말,
클까,낱말,
키를,낱말,
타고,낱말,
타서,낱말,
타작,낱말,
택한,낱말,
터져,낱말,
틀을,낱말,
티는,낱말,
티를,낱말,
파고,낱말,
파는,낱말,
팔고,낱말,
팔아,낱말,
펴고,낱말,
표적,낱말,
풀면,낱말,
풀무,낱말,
풀어,낱말,
품고,낱말,
피가,낱말,
피를,낱말,
피리,낱말,
피에,낱말,
하게,낱말,
하고,낱말,
하기,낱말,
하나,낱말,
하는,낱말,
하늘,낱말,
하니,낱말,
하던,낱말,
하되,낱말,
하라,낱말,
하랴,낱말,
하려,낱말,
하루,낱말,
하매,낱말,
하며,낱말,
하면,낱말,
하사,낱말,
하신,낱말,
하실,낱말,
하여,낱말,
하지,낱말,
한대,낱말,
한두,낱말,
한즉,낱말,
한쪽,낱말,
할까,낱말,
함과,낱말,
함께,낱말,
함을,낱말,
함이,낱말,
항상,낱말,
해가,낱말,
해를,낱말,
해변,낱말,
해와,낱말,
행한,낱말,
향유,낱말,
헐고,낱말,
헤롯,낱말,
형을,낱말,
형제,낱말,
혹은,낱말,
혼인,낱말,
혼자,낱말,
홍수,낱말,
화가,낱말,
환난,낱말,
후에,낱말,
후의,낱말,
흘린,낱말,
흙이,낱말,
흩어,낱말,
희고,낱말,
가기를,낱말,
가까운,낱말,
가까이,낱말,
가나안,낱말,
가난한,낱말,
가니라,낱말,
가다가,낱말,
가다라,낱말,
가더니,낱말,
가둘까,낱말,
가득한,낱말,
가로되,낱말,
가루로,낱말,
가르쳐,낱말,
가르친,낱말,
가리니,낱말,
가리라,낱말,
가리켜,낱말,
가만히,낱말,
가면서,낱말,
가슴을,낱말,
가시가,낱말,
가시니,낱말,
가시매,낱말,
가실새,낱말,
가에서,낱말,
가운데,낱말,
가증한,낱말,
가지가,낱말,
가지게,낱말,
가지고,낱말,
가지는,낱말,
가지되,낱말,
가지러,낱말,
가지사,낱말,
가지에,낱말,
가지지,낱말,
간음과,낱말,
간질로,낱말,
갇혔을,낱말,
갇히신,낱말,
갈대냐,낱말,
갈대를,낱말,
갈대에,낱말,
갈리라,낱말,
갈릴리,낱말,
감추어,낱말,
감추인,낱말,
감하지,낱말,
값으로,낱말,
갔더니,낱말,
갔으니,낱말,
강도를,낱말,
강도의,낱말,
강에서,낱말,
같도다,낱말,
같으니,낱말,
같으면,낱말,
갚도록,낱말,
갚으라,낱말,
개들도,낱말,
개에게,낱말,
거기는,낱말,
거기로,낱말,
거기를,낱말,
거기서,낱말,
거기에,낱말,
거두고,낱말,
거두며,낱말,
거두어,낱말,
거룩한,낱말,
거룩히,낱말,
거슬러,낱말,
거처가,낱말,
거하니,낱말,
건강한,낱말,
건너가,낱말,
건너편,낱말,
걸려서,낱말,
걸리게,낱말,
걸림이,낱말,
걸어서,낱말,
걸으며,낱말,
것같이,낱말,
것까지,낱말,
것들은,낱말,
것들을,낱말,
것들이,낱말,
것마다,낱말,
것보다,낱말,
것으로,낱말,
것이나,낱말,
것이냐,낱말,
것이니,낱말,
것이라,낱말,
것이면,낱말,
것이요,낱말,
겉옷만,낱말,
겉옷을,낱말,
게으른,낱말,
겨자씨,낱말,
견디기,낱말,
견디는,낱말,
결단코,낱말,
결말을,낱말,
결박한,낱말,
결산할,낱말,
결실을,낱말,
결실할,낱말,
겸하여,낱말,
경비병,낱말,
계명을,낱말,
계명이,낱말,
계보라,낱말,
계시냐,낱말,
계시다,낱말,
계시를,낱말,
계시지,낱말,
고국에,낱말,
고기를,낱말,
고난을,낱말,
고모라,낱말,
고발을,낱말,
고자도,낱말,
고치는,낱말,
고치며,낱말,
고치지,낱말,
고침을,낱말,
고하니,낱말,
고하여,낱말,
고향과,낱말,
곡식은,낱말,
골고다,낱말,
골방에,낱말,
곳간에,낱말,
곳곳에,낱말,
곳에는,낱말,
곳에서,낱말,
곳으로,낱말,
공경할,낱말,
공중의,낱말,
공회가,낱말,
공회에,낱말,
관리가,낱말,
관리의,낱말,
관세와,낱말,
관정에,낱말,
관하여,낱말,
관함이,낱말,
광명한,낱말,
광야로,낱말,
광야에,낱말,
괴롭게,낱말,
교회를,낱말,
교회에,낱말,
교회의,낱말,
교훈을,낱말,
구레네,낱말,
구름을,낱말,
구름이,낱말,
구멍을,낱말,
구원을,낱말,
구원할,낱말,
구제할,낱말,
구하기,낱말,
구하나,낱말,
구하는,낱말,
구하니,낱말,
구하되,낱말,
구하라,낱말,
구하면,낱말,
구하여,낱말,
국세를,낱말,
군대를,낱말,
군사가,낱말,
군호를,낱말,
궂겠다,낱말,
권능을,낱말,
권능의,낱말,
권능이,낱말,
권세가,낱말,
권세를,낱말,
권세와,낱말,
권위로,낱말,
권위를,낱말,
권하여,낱말,
귀신을,낱말,
귀신의,낱말,
귀신이,낱말,
귀하냐,낱말,
귀하지,낱말,
그같이,낱말,
그것을,낱말,
그것이,낱말,
그늘에,낱말,
그들과,낱말,
그들도,낱말,
그들로,낱말,
그들은,낱말,
그들을,낱말,
그들의,낱말,
그들이,낱말,
그러나,낱말,
그러면,낱말,
그런데,낱말,
그런즉,낱말,
그렇게,낱말,
그렇다,낱말,
그렇지,낱말,
그릇에,낱말,
그리고,낱말,
그리로,낱말,
그물과,낱말,
그물에,낱말,
그물을,낱말,
그보다,낱말,
그에게,낱말,
그이가,낱말,
그이니,낱말,
그제야,낱말,
근방에,낱말,
근채의,낱말,
금식할,낱말,
금으로,낱말,
금이나,낱말,
금이냐,낱말,
금하지,낱말,
긍휼과,낱말,
긍휼을,낱말,
긍휼히,낱말,
기근과,낱말,
기도할,낱말,
기도해,낱말,
기록된,낱말,
기름을,낱말,
기쁘게,낱말,
기사를,낱말,
기색을,낱말,
기운을,낱말,
기회를,낱말,
길로도,낱말,
길쌈도,낱말,
길에서,낱말,
까닭요,낱말,
깨끗이,낱말,
깨끗한,낱말,
깨닫는,낱말,
깨닫지,낱말,
깨달아,낱말,
깨우며,낱말,
꺼리는,낱말,
꺼지지,낱말,
꽂으라,낱말,
꾸고자,낱말,
꾸미며,낱말,
꾸짖어,낱말,
끊고자,낱말,
끝까지,낱말,
끝에는,낱말,
끝에도,낱말,
끝에서,낱말,
끝이요,낱말,
나가고,낱말,
나가사,낱말,
나가서,낱말,
나가지,낱말,
나갔을,낱말,
나귀와,낱말,
나그네,낱말,
나누고,낱말,
나누지,낱말,
나더러,낱말,
나라가,낱말,
나라를,낱말,
나라에,낱말,
나라와,낱말,
나라의,낱말,
나려는,낱말,
나무가,낱말,
나무도,낱말,
나무를,낱말,
나병이,낱말,
나보다,낱말,
나쁘면,낱말,
나사렛,낱말,
나손은,낱말,
나손을,낱말,
나시매,낱말,
나심은,낱말,
나아가,낱말,
나아와,낱말,
나에게,낱말,
나오나,낱말,
나오는,낱말,
나오라,낱말,
나오사,낱말,
나오지,낱말,
나와서,낱말,
나음을,낱말,
나타난,낱말,
나팔을,낱말,
낙타가,낱말,
낙타는,낱말,
낙타털,낱말,
낚시를,낱말,
난리와,낱말,
날까지,낱말,
날들을,낱말,
날마다,낱말,
날부터,낱말,
날씨는,낱말,
날에는,낱말,
날이라,낱말,
남기고,낱말,
남김이,낱말,
남보다,낱말,
남에게,낱말,
남자와,낱말,
납달리,낱말,
났느냐,낱말,
낮추는,낱말,
낳으매,낱말,
내게로,낱말,
내게서,낱말,
내려올,낱말,
내려와,낱말,
내리고,낱말,
내밀라,낱말,
내밀매,낱말,
내밀어,낱말,
내보낸,낱말,
내시고,낱말,
내신다,낱말,
내오는,낱말,
내일이,낱말,
내주라,낱말,
내주며,낱말,
내쫓아,낱말,
너보다,낱말,
너희가,낱말,
너희는,낱말,
너희도,낱말,
너희로,낱말,
너희를,낱말,
너희에,낱말,
너희와,낱말,
너희의,낱말,
넘겨져,낱말,
넣어야,낱말,
넣으라,낱말,
네거리,낱말,
네게서,낱말,
노릇을,낱말,
노아가,낱말,
노아의,낱말,
노하는,낱말,
노하여,낱말,
놀라니,낱말,
놀랍게,낱말,
놈이라,낱말,
높이는,낱말,
누구냐,낱말,
누구라,낱말,
누구를,낱말,
누구의,낱말,
누룩과,낱말,
누룩을,낱말,
누룩이,낱말,
눈같이,낱말,
눈들이,낱말,
눈으로,낱말,
뉘우쳐,낱말,
능력과,낱말,
능력도,낱말,
능력을,낱말,
능력이,낱말,
니느웨,낱말,
다니며,낱말,
다니사,낱말,
다니지,낱말,
다대오,낱말,
다섯은,낱말,
다윗은,낱말,
다윗의,낱말,
다윗이,낱말,
다하고,낱말,
다하여,낱말,
단으로,낱말,
달라는,낱말,
달란트,낱말,
달려서,낱말,
달아나,낱말,
당기어,낱말,
당신과,낱말,
당신께,낱말,
당신은,낱말,
당신의,낱말,
당신이,낱말,
당하고,낱말,
당하는,낱말,
당하되,낱말,
당하라,낱말,
대답도,낱말,
대답할,낱말,
대러라,낱말,
대시고,낱말,
대시며,낱말,
대접을,낱말,
대접의,낱말,
대하여,낱말,
더러는,낱말,
더러운,낱말,
더럽게,낱말,
더불어,낱말,
더위를,낱말,
더하게,낱말,
더하는,낱말,
던지는,낱말,
던지지,낱말,
던짐이,낱말,
덮으며,낱말,
덮이게,낱말,
데리고,낱말,
도끼가,낱말,
도둑이,낱말,
도리어,낱말,
도마와,낱말,
도무지,낱말,
도시와,낱말,
독사의,낱말,
돌들로,낱말,
돌리게,낱말,
돌밭에,낱말,
돌보지,낱말,
돌아올,낱말,
돌아와,낱말,
돌이켜,낱말,
동네가,낱말,
동네나,낱말,
동네로,낱말,
동네를,낱말,
동네에,낱말,
동록이,낱말,
동료가,낱말,
동료를,낱말,
동무를,낱말,
동생이,낱말,
동안에,낱말,
되거늘,낱말,
되고자,낱말,
되기를,낱말,
되려는,낱말,
되리니,낱말,
되리라,낱말,
되어야,낱말,
되었을,낱말,
된지라,낱말,
됨이라,낱말,
됨이요,낱말,
두나니,낱말,
두려워,낱말,
두로와,낱말,
두르고,낱말,
두리라,낱말,
두시고,낱말,
두어라,낱말,
둔하고,낱말,
둘째도,낱말,
둘째와,낱말,
뒤에서,낱말,
드리되,낱말,
드리라,낱말,
드림이,낱말,
듣고자,낱말,
듣기는,낱말,
듣기에,낱말,
듣느냐,낱말,
듣지도,낱말,
들거늘,낱말,
들기도,낱말,
들렸다,낱말,
들리고,낱말,
들리니,낱말,
들리면,낱말,
들보가,낱말,
들보는,낱말,
들보를,낱말,
들어가,낱말,
들어갈,낱말,
들어도,낱말,
들으나,낱말,
들으라,낱말,
들으며,낱말,
들으면,낱말,
들으실,낱말,
들이고,낱말,
들이요,낱말,
들풀도,낱말,
등불을,낱말,
등불이,낱말,
따라온,낱말,
따르는,낱말,
따르라,낱말,
따르지,낱말,
딱하게,낱말,
딸에게,낱말,
땅에서,낱말,
땅으로,낱말,
때까지,낱말,
때리고,낱말,
때리며,낱말,
때문에,낱말,
때부터,낱말,
때에는,낱말,
떠나가,낱말,
떠나고,낱말,
떠나매,낱말,
떠나사,낱말,
떠나서,낱말,
