내용,종류,수준
아닌,낱말,
아들,낱말,
아람,낱말,
아래,낱말,
아멘,낱말,
아무,낱말,
아위,낱말,
아직,낱말,
아하,낱말,
아홉,낱말,
악과,낱말,
악에,낱말,
악을,낱말,
악한,낱말,
안는,낱말,
안에,낱말,
안의,낱말,
앉아,낱말,
않게,낱말,
않고,낱말,
않은,낱말,
않을,낱말,
알게,낱말,
알고,낱말,
알던,낱말,
알라,낱말,
알려,낱말,
알며,낱말,
알아,낱말,
알을,낱말,
알이,낱말,
알지,낱말,
암논,낱말,
암몬,낱말,
앞에,낱말,
애굽,낱말,
야를,낱말,
약한,낱말,
얍복,낱말,
양과,낱말,
양은,낱말,
양을,낱말,
양의,낱말,
양이,낱말,
어겨,낱말,
어길,낱말,
어깨,낱말,
어느,낱말,
어디,낱말,
어떤,낱말,
어린,낱말,
어미,낱말,
어찌,낱말,
언약,낱말,
얻게,낱말,
얻는,낱말,
얻은,낱말,
얻을,낱말,
얻지,낱말,
얼마,낱말,
업는,낱말,
없고,낱말,
없는,낱말,
없을,낱말,
없이,낱말,
엉긴,낱말,
에돔,낱말,
에밈,낱말,
에발,낱말,
에서,낱말,
여겨,낱말,
여기,낱말,
여러,낱말,
여섯,낱말,
여자,낱말,
여호,낱말,
연한,낱말,
염소,낱말,
엿새,낱말,
영이,낱말,
옆에,낱말,
오게,낱말,
오는,낱말,
오늘,낱말,
오래,낱말,
오랠,낱말,
오십,낱말,
오직,낱말,
옥과,낱말,
옥을,낱말,
옥의,낱말,
옥이,낱말,
올라,낱말,
옷을,낱말,
옷이,낱말,
와를,낱말,
와서,낱말,
왔다,낱말,
왕을,낱말,
왕이,낱말,
외에,낱말,
요단,낱말,
용서,낱말,
우리,낱말,
움켜,낱말,
위라,낱말,
위로,낱말,
위에,낱말,
위의,낱말,
위한,낱말,
위해,낱말,
유다,낱말,
유월,낱말,
의를,낱말,
이가,낱말,
이는,낱말,
이런,낱말,
이레,낱말,
이로,낱말,
이른,낱말,
이를,낱말,
이마,낱말,
이미,낱말,
이방,낱말,
이상,낱말,
이어,낱말,
이에,낱말,
이와,낱말,
이요,낱말,
이의,낱말,
이자,낱말,
이제,낱말,
이쪽,낱말,
이혼,낱말,
인도,낱말,
인정,낱말,
일곱,낱말,
일과,낱말,
일도,낱말,
일로,낱말,
일만,낱말,
일백,낱말,
일에,낱말,
일은,낱말,
일을,낱말,
일이,낱말,
읽어,낱말,
잃게,낱말,
잃은,낱말,
임할,낱말,
입고,낱말,
입는,낱말,
입에,낱말,
입은,낱말,
입을,낱말,
입의,낱말,
입지,낱말,
입혀,낱말,
입힌,낱말,
잇게,낱말,
있게,낱말,
있고,낱말,
있기,낱말,
있는,낱말,
있어,낱말,
있을,낱말,
있지,낱말,
잊지,낱말,
자가,낱말,
자기,낱말,
자나,낱말,
자녀,낱말,
자는,낱말,
자라,낱말,
자로,낱말,
자를,낱말,
자매,낱말,
자며,낱말,
자손,낱말,
자와,낱말,
자요,낱말,
자의,낱말,
자지,낱말,
작은,낱말,
잘린,낱말,
잘못,낱말,
잠긴,낱말,
잡아,낱말,
잡지,낱말,
장막,낱말,
장자,낱말,
재면,낱말,
재물,낱말,
저쪽,낱말,
적군,낱말,
적을,낱말,
적이,낱말,
적지,낱말,
전과,낱말,
전당,낱말,
전에,낱말,
절한,낱말,
젊은,낱말,
점점,낱말,
정한,낱말,
정할,낱말,
젖과,낱말,
젖에,낱말,
젖은,낱말,
제단,낱말,
제사,낱말,
제일,낱말,
조상,낱말,
족속,낱말,
종이,낱말,
종일,낱말,
좋게,낱말,
좋다,낱말,
좋은,낱말,
죄가,낱말,
죄로,낱말,
죄를,낱말,
죄에,낱말,
주고,낱말,
주는,낱말,
주려,낱말,
주를,낱말,
주사,낱말,
주신,낱말,
주실,낱말,
주어,낱말,
주의,낱말,
주지,낱말,
죽게,낱말,
죽고,낱말,
죽기,낱말,
죽어,낱말,
죽여,낱말,
죽은,낱말,
죽을,낱말,
죽인,낱말,
죽일,낱말,
죽지,낱말,
줄로,낱말,
줄을,낱말,
중에,낱말,
중의,낱말,
쥐지,낱말,
즐겨,낱말,
지경,낱말,
지나,낱말,
지난,낱말,
지날,낱말,
지내,낱말,
지방,낱말,
지상,낱말,
지역,낱말,
지을,낱말,
지켜,낱말,
지킬,낱말,
지파,낱말,
지혜,낱말,
진멸,낱말,
진에,낱말,
진영,낱말,
짐승,낱말,
짐을,낱말,
집에,낱말,
집으,낱말,
집을,낱말,
짓고,낱말,
쪽에,낱말,
쫓아,낱말,
찍어,낱말,
찍을,낱말,
찍지,낱말,
찧고,낱말,
차마,낱말,
차별,낱말,
찾게,낱말,
찾아,낱말,
찾지,낱말,
채소,낱말,
책에,낱말,
처소,낱말,
처음,낱말,
천을,낱말,
천체,낱말,
천하,낱말,
철과,낱말,
철이,낱말,
첫날,낱말,
첫째,낱말,
쳐서,낱말,
쳤고,낱말,
촌에,낱말,
총회,낱말,
치게,낱말,
치고,낱말,
치는,낱말,
치러,낱말,
치려,낱말,
치사,낱말,
치유,낱말,
친히,낱말,
칠십,낱말,
침을,낱말,
칼에,낱말,
칼을,낱말,
칼이,낱말,
크게,낱말,
크고,낱말,
키가,낱말,
타고,낱말,
타며,낱말,
타서,낱말,
타인,낱말,
타작,낱말,
태와,낱말,
터도,낱말,
털과,낱말,
털은,낱말,
털을,낱말,
토지,낱말,
틀의,낱말,
티끌,낱말,
파는,낱말,
파지,낱말,
판에,낱말,
판을,낱말,
팔과,낱말,
팔려,낱말,
팔로,낱말,
팔아,낱말,
팔을,낱말,
팔이,낱말,
팔지,낱말,
패는,낱말,
펴서,낱말,
펴신,낱말,
포로,낱말,
표로,낱말,
표를,낱말,
푸른,낱말,
풀도,낱말,
풀이,낱말,
품어,낱말,
품은,낱말,
품의,낱말,
품지,낱말,
피가,낱말,
피는,낱말,
피를,낱말,
피에,낱말,
피요,낱말,
하고,낱말,
하기,낱말,
하나,낱말,
하는,낱말,
하늘,낱말,
하던,낱말,
하되,낱말,
하라,낱말,
하랴,낱말,
하려,낱말,
하매,낱말,
하며,낱말,
하면,낱말,
하사,낱말,
하신,낱말,
하실,낱말,
하여,낱말,
하자,낱말,
하지,낱말,
학과,낱말,
한다,낱말,
한즉,낱말,
할까,낱말,
함과,낱말,
함께,낱말,
함을,낱말,
항상,낱말,
해에,낱말,
해와,낱말,
해질,낱말,
행한,낱말,
행할,낱말,
헐며,낱말,
헛된,낱말,
형제,낱말,
호렙,낱말,
호르,낱말,
호리,낱말,
호흡,낱말,
혹시,낱말,
홀로,낱말,
홍해,낱말,
화를,낱말,
확신,낱말,
황새,낱말,
후라,낱말,
후에,낱말,
후의,낱말,
후히,낱말,
훨씬,낱말,
흑암,낱말,
흘린,낱말,
흠이,낱말,
히위,낱말,
힘써,낱말,
힘을,낱말,
힘이,낱말,
가기를,낱말,
가까운,낱말,
가까이,낱말,
가나안,낱말,
가난한,낱말,
가늘게,낱말,
가다가,낱말,
가데스,낱말,
가득한,낱말,
가루를,낱말,
가르쳐,낱말,
가만히,낱말,
가시는,낱말,
가시며,낱말,
가에서,낱말,
가옥에,낱말,
가운데,낱말,
가족과,낱말,
가족은,낱말,
가족이,낱말,
가증한,낱말,
가증히,낱말,
가지고,낱말,
가지를,낱말,
가지지,낱말,
가축과,낱말,
가축은,낱말,
가축을,낱말,
가축의,낱말,
가축이,낱말,
간절한,낱말,
간절히,낱말,
갈라져,낱말,
갈라진,낱말,
갈렙은,낱말,
갈지니,낱말,
갈지도,낱말,
갑자기,낱말,
강간한,낱말,
강대한,낱말,
강론할,낱말,
강성할,낱말,
강하게,낱말,
강하고,낱말,
같도다,낱말,
같아도,낱말,
같으니,낱말,
같음을,낱말,
갚기를,낱말,
갚으사,낱말,
객에게,낱말,
객이나,낱말,
거기로,낱말,
거기를,낱말,
거기서,낱말,
거기에,낱말,
거룩한,낱말,
거룩히,낱말,
거리낌,낱말,
거리에,낱말,
거제와,낱말,
거주한,낱말,
거주할,낱말,
거짓이,낱말,
거하며,낱말,
건너가,낱말,
건너라,낱말,
건너서,낱말,
건너지,낱말,
건조한,낱말,
걸리게,낱말,
걸리지,낱말,
걸릴까,낱말,
걸어서,낱말,
걸어온,낱말,
겁내지,낱말,
것들을,낱말,
것으로,낱말,
것이고,낱말,
것이나,낱말,
것이니,낱말,
것이라,낱말,
것이며,낱말,
것이요,낱말,
것인즉,낱말,
겉옷의,낱말,
격분과,낱말,
견고한,낱말,
경건한,낱말,
경계는,낱말,
경계를,낱말,
경내에,낱말,
경배할,낱말,
경솔히,낱말,
경우는,낱말,
경홀히,낱말,
곁으로,낱말,
계명을,낱말,
계시는,낱말,
계시던,낱말,
계시지,낱말,
고기는,낱말,
고기를,낱말,
고기와,낱말,
고난의,낱말,
고아나,낱말,
고아와,낱말,
고아의,낱말,
고을이,낱말,
고치지,낱말,
고통과,낱말,
고하여,낱말,
고환이,낱말,
곡식과,낱말,
곡식에,낱말,
곡식을,낱말,
곤란을,낱말,
곤란한,낱말,
곤충의,낱말,
골짜기,낱말,
곳간에,낱말,
곳까지,낱말,
곳에서,낱말,
곳으로,낱말,
공격을,낱말,
공의로,낱말,
공의와,낱말,
공정한,낱말,
공정히,낱말,
공중의,낱말,
과거에,낱말,
과목이,낱말,
과부가,낱말,
과부를,낱말,
과부의,낱말,
과실을,낱말,
관하여,낱말,
광야로,낱말,
광야를,낱말,
광야에,낱말,
괴로운,낱말,
교훈과,낱말,
교훈은,낱말,
구름과,낱말,
구별한,낱말,
구원을,낱말,
구원할,낱말,
구하고,낱말,
구하려,낱말,
구하지,낱말,
국민이,낱말,
군대로,낱말,
군대와,낱말,
군대의,낱말,
군인이,낱말,
궁핍한,낱말,
권능과,낱말,
권능을,낱말,
권능의,낱말,
권리가,낱말,
권속이,낱말,
귀천을,낱말,
규례는,낱말,
규례를,낱말,
규례와,낱말,
그같이,낱말,
그것과,낱말,
그것에,낱말,
그것은,낱말,
그것을,낱말,
그것이,낱말,
그곳의,낱말,
그대로,낱말,
그데못,낱말,
그들과,낱말,
그들도,낱말,
그들로,낱말,
그들에,낱말,
그들은,낱말,
그들을,낱말,
그들의,낱말,
그들이,낱말,
그때에,낱말,
그러나,낱말,
그러심,낱말,
그런데,낱말,
그런즉,낱말,
그렇게,낱말,
그렇지,낱말,
그릇에,낱말,
그릇이,낱말,
그리고,낱말,
그리로,낱말,
그리심,낱말,
그에게,낱말,
그처럼,낱말,
그치지,낱말,
근래에,낱말,
금하신,낱말,
긍휼히,낱말,
기간이,낱말,
기구를,낱말,
기구에,낱말,
기도할,낱말,
기둥은,낱말,
기력의,낱말,
기력이,낱말,
기록된,낱말,
기록한,낱말,
기름과,낱말,
기름에,낱말,
기름을,낱말,
기름의,낱말,
기브롯,낱말,
기쁨과,낱말,
기쁨이,낱말,
기사가,낱말,
기사로,낱말,
기사를,낱말,
기사와,낱말,
기억을,낱말,
기억이,낱말,
기억할,낱말,
기업도,낱말,
기업에,낱말,
기업을,낱말,
기업의,낱말,
기업이,낱말,
기한이,낱말,
기호를,낱말,
길르앗,낱말,
길리라,낱말,
길에서,낱말,
길이가,낱말,
길흉을,낱말,
까닭에,낱말,
까닭이,낱말,
까닭일,낱말,
까마귀,낱말,
깨닫는,낱말,
깨뜨린,낱말,
꺾으사,낱말,
꼬리가,낱말,
꾸어준,낱말,
꾸어줄,낱말,
끝까지,낱말,
끝날에,낱말,
끝에는,낱말,
끝에서,낱말,
나가고,낱말,
나가도,낱말,
나가되,낱말,
나가서,낱말,
나감을,낱말,
나거든,낱말,
나귀나,낱말,
나귀를,낱말,
나그네,낱말,
나누는,낱말,
나누실,낱말,
나누어,낱말,
나라가,낱말,
나라로,낱말,
나라를,낱말,
나라에,낱말,
나무궤,낱말,
나무를,낱말,
나무에,낱말,
나무와,낱말,
나병에,낱말,
나보다,낱말,
나아가,낱말,
나아와,낱말,
나에게,낱말,
나오게,낱말,
나오는,낱말,
나오던,낱말,
나와서,낱말,
나타난,낱말,
낙타와,낱말,
난간을,낱말,
날개를,낱말,
날기도,낱말,
날부터,낱말,
남기지,낱말,
남녀와,낱말,
남몰래,낱말,
남음이,낱말,
남자가,낱말,
남자나,낱말,
남자는,낱말,
남자도,낱말,
남자를,낱말,
남자만,낱말,
남자와,낱말,
남자의,낱말,
남쪽을,낱말,
남창이,낱말,
남편과,낱말,
남편도,낱말,
남편을,낱말,
남편의,낱말,
남편이,낱말,
낫게도,낱말,
낮아질,낱말,
낮에는,낱말,
낳았다,낱말,
내게는,낱말,
내게도,낱말,
내게로,낱말,
내기를,낱말,
내려가,낱말,
내려간,낱말,
내리게,낱말,
내리고,낱말,
내리는,낱말,
내리사,낱말,
내리실,낱말,
내리지,낱말,
내림은,낱말,
내보낸,낱말,
내보낼,낱말,
내셨다,낱말,
내시고,낱말,
내시되,낱말,
내시며,낱말,
내주지,낱말,
냄새도,낱말,
너보다,낱말,
너비가,낱말,
너처럼,낱말,
너희가,낱말,
너희는,낱말,
너희도,낱말,
너희로,낱말,
너희를,낱말,
너희에,낱말,
너희와,낱말,
너희의,낱말,
넉넉히,낱말,
넓히신,낱말,
넘어진,낱말,
넣으라,낱말,
네게는,낱말,
네게로,낱말,
네게서,낱말,
네겝과,낱말,
노래가,낱말,
노래로,낱말,
노래를,낱말,
노래의,낱말,
노략을,낱말,
노루나,낱말,
노루와,낱말,
노비와,낱말,
노인과,낱말,
노인을,낱말,
노자와,낱말,
노하사,낱말,
놀라지,낱말,
놀람과,낱말,
놀람에,낱말,
높으며,낱말,
높으신,낱말,
뇌물은,낱말,
뇌물을,낱말,
누구냐,낱말,
누룩이,낱말,
누리게,낱말,
누리고,낱말,
누명을,낱말,
눈동자,낱말,
눈에는,낱말,
눈으로,낱말,
능력과,낱말,
능력도,낱말,
능력을,낱말,
능력이,낱말,
다니게,낱말,
다님을,낱말,
다단과,낱말,
다듬어,낱말,
다듬지,낱말,
다리를,낱말,
다시는,낱말,
다투는,낱말,
다투지,낱말,
다하고,낱말,
다하며,낱말,
다하여,낱말,
단까지,낱말,
단단한,낱말,
달거든,낱말,
담당할,낱말,
담지는,낱말,
당시에,낱말,
당시의,낱말,
당신은,낱말,
당신의,낱말,
당아와,낱말,
당일에,낱말,
당장에,낱말,
당하여,낱말,
당하지,낱말,
당할까,낱말,
대기를,낱말,
대까지,낱말,
대변을,낱말,
대승과,낱말,
대신에,낱말,
대적과,낱말,
대적을,낱말,
대적의,낱말,
대적이,낱말,
대지는,낱말,
대하여,낱말,
더듬고,낱말,
더듬는,낱말,
더디면,낱말,
더불어,낱말,
더위와,낱말,
더하사,낱말,
더하실,낱말,
더하여,낱말,
데려갈,낱말,
데려온,낱말,
데에서,낱말,
도끼가,낱말,
도끼를,낱말,
도둑질,낱말,
도망할,낱말,
도벨과,낱말,
도에서,낱말,
도우사,낱말,
도피한,낱말,
독사의,낱말,
독이요,낱말,
독주를,낱말,
독초와,낱말,
돈으로,낱말,
돌단을,낱말,
돌들을,낱말,
돌려줄,낱말,
돌리라,낱말,
돌보아,낱말,
돌아간,낱말,
돌아갈,낱말,
돌아와,낱말,
돌이켜,낱말,
돌판들,낱말,
돌판에,낱말,
돌판은,낱말,
돌판을,낱말,
돌판의,낱말,
동안에,낱말,
동안은,낱말,
동안을,낱말,
동침할,낱말,
돼지는,낱말,
되나니,낱말,
되리니,낱말,
되리라,낱말,
되므로,낱말,
되시니,낱말,
되시려,낱말,
되었던,낱말,
두나니,낱말,
두려운,낱말,
두리니,낱말,
둠밈과,낱말,
뒤쫓을,낱말,
드리고,낱말,
드리는,낱말,
드리되,낱말,
드리지,낱말,
듣거든,낱말,
듣고도,낱말,
듣지도,낱말,
들리기,낱말,
들소의,낱말,
들어가,낱말,
들어간,낱말,
들어갈,낱말,
들어온,낱말,
들어올,낱말,
들었고,낱말,
들에서,낱말,
들여서,낱말,
들으라,낱말,
들으면,낱말,
들으사,낱말,
들은즉,낱말,
들이기,낱말,
들이실,낱말,
들이지,낱말,
따라서,낱말,
따르고,낱말,
따르는,낱말,
따르라,낱말,
따르며,낱말,
따르면,낱말,
따르지,낱말,
딸이나,낱말,
땅에는,낱말,
땅에서,낱말,
땅으로,낱말,
땅이라,낱말,
땅이며,낱말,
땅이요,낱말,
때까지,낱말,
때리게,낱말,
때리고,낱말,
때리면,낱말,
때마다,낱말,
때문에,낱말,
때문이,낱말,
때에는,낱말,
때에도,낱말,
떠나게,낱말,
떠나고,낱말,
떠나라,낱말,
떠나서,낱말,
떠나지,낱말,
떨어진,낱말,
뚫으라,낱말,
뜻대로,낱말,
뜻이냐,낱말,
라반과,낱말,
랍바에,낱말,
랑하여,낱말,
레위는,낱말,
레위에,낱말,
레위와,낱말,
레위의,낱말,
르바임,낱말,
르우벤,낱말,
마당과,낱말,
마땅히,낱말,
마시게,낱말,
마시던,낱말,
마시라,낱말,
마시지,낱말,
마아갓,낱말,
마음과,낱말,
마음도,낱말,
마음에,낱말,
마음을,낱말,
마음의,낱말,
마음이,낱말,
마치고,낱말,
마침내,낱말,
마흔째,낱말,
막으로,낱말,
만나를,낱말,
만나서,낱말,
만들고,낱말,
만들라,낱말,
만들어,낱말,
만들지,낱말,
만물은,낱말,
만민을,낱말,
만민이,낱말,
만지지,낱말,
많아서,낱말,
많으니,낱말,
많음을,낱말,
맏물을,낱말,
말대로,낱말,
말씀과,낱말,
말씀만,낱말,
말씀은,낱말,
말씀을,낱말,
