내용,종류,수준
성과,낱말,
성난,낱말,
성에,낱말,
성을,낱말,
성의,낱말,
성전,낱말,
세가,낱말,
세금,낱말,
세대,낱말,
세례,낱말,
세로,낱말,
세를,낱말,
세상,낱말,
세신,낱말,
세운,낱말,
세쯤,낱말,
셋과,낱말,
셋을,낱말,
셋이,낱말,
소가,낱말,
소나,낱말,
소리,낱말,
소출,낱말,
속도,낱말,
속에,낱말,
속한,낱말,
속히,낱말,
손과,낱말,
손에,낱말,
손을,낱말,
손이,낱말,
수가,낱말,
수는,낱말,
수도,낱말,
수만,낱말,
술을,낱말,
숨긴,낱말,
숨어,낱말,
숨은,낱말,
쉬고,낱말,
슬기,낱말,
슬픈,낱말,
슬피,낱말,
시돈,낱말,
시몬,낱말,
시에,낱말,
시집,낱말,
시험,낱말,
신성,낱말,
신을,낱말,
실도,낱말,
심고,낱말,
심은,낱말,
심지,낱말,
심판,낱말,
심한,낱말,
심히,낱말,
싸고,낱말,
싸서,낱말,
싸여,낱말,
싹이,낱말,
쌓고,낱말,
쌓아,낱말,
쌓은,낱말,
쓰라,낱말,
쓰매,낱말,
쓸며,낱말,
씨는,낱말,
씨를,낱말,
씻을,낱말,
씻지,낱말,
아기,낱말,
아내,낱말,
아는,낱말,
아니,낱말,
아들,낱말,
아래,낱말,
아무,낱말,
아셀,낱말,
아아,낱말,
아이,낱말,
아직,낱말,
악귀,낱말,
악을,낱말,
악한,낱말,
안겨,낱말,
안고,낱말,
안식,낱말,
안에,낱말,
앉고,낱말,
앉아,낱말,
앉은,낱말,
앉지,낱말,
앉힌,낱말,
않게,낱말,
않고,낱말,
않는,낱말,
않은,낱말,
않을,낱말,
알게,낱말,
알고,낱말,
알라,낱말,
알아,낱말,
알을,낱말,
알지,낱말,
앓고,낱말,
앓는,낱말,
앞서,낱말,
앞에,낱말,
애써,낱말,
양을,낱말,
어느,낱말,
어디,낱말,
어떤,낱말,
어린,낱말,
어찌,낱말,
얻게,낱말,
얻고,낱말,
얻을,낱말,
얻지,낱말,
얼마,낱말,
엄한,낱말,
엄히,낱말,
없게,낱말,
없고,낱말,
없는,낱말,
없다,낱말,
없앤,낱말,
없어,낱말,
없을,낱말,
없이,낱말,
여겨,낱말,
여기,낱말,
여길,낱말,
여러,낱말,
여섯,낱말,
여자,낱말,
여행,낱말,
열두,낱말,
열둘,낱말,
열릴,낱말,
열매,낱말,
열면,낱말,
열어,낱말,
열을,낱말,
열한,낱말,
염소,낱말,
영광,낱말,
영은,낱말,
영을,낱말,
영이,낱말,
예수,낱말,
오고,낱말,
오는,낱말,
오늘,낱말,
오되,낱말,
오라,낱말,
오래,낱말,
오매,낱말,
오백,낱말,
오사,낱말,
오실,낱말,
오십,낱말,
오지,낱말,
오직,낱말,
오천,낱말,
옥에,낱말,
온갖,낱말,
올라,낱말,
옳게,낱말,
옳다,낱말,
옳은,낱말,
옳지,낱말,
옷과,낱말,
옷에,낱말,
옷을,낱말,
옷이,낱말,
와서,낱말,
왔다,낱말,
왔을,낱말,
외에,낱말,
외쳐,낱말,
요단,낱말,
요즘,낱말,
우는,낱말,
우리,낱말,
울기,낱말,
울라,낱말,
울며,낱말,
울지,낱말,
웃는,낱말,
웃을,낱말,
위는,낱말,
위를,낱말,
위에,낱말,
위한,낱말,
위해,낱말,
유대,낱말,
은화,낱말,
음식,낱말,
의로,낱말,
의인,낱말,
이가,낱말,
이는,낱말,
이런,낱말,
이로,낱말,
이른,낱말,
이를,낱말,
이리,낱말,
이만,낱말,
이미,낱말,
이뿐,낱말,
이에,낱말,
이와,낱말,
이의,낱말,
이적,낱말,
이제,낱말,
인을,낱말,
인이,낱말,
인자,낱말,
일곱,낱말,
일과,낱말,
일꾼,낱말,
일도,낱말,
일러,낱말,
일로,낱말,
일만,낱말,
일에,낱말,
일월,낱말,
일을,낱말,
일의,낱말,
일이,낱말,
일쯤,낱말,
일할,낱말,
읽지,낱말,
잃고,낱말,
잃는,낱말,
잃은,낱말,
잃을,낱말,
임할,낱말,
입고,낱말,
입어,낱말,
입은,낱말,
입을,낱말,
입이,낱말,
입지,낱말,
입혀,낱말,
있게,낱말,
있고,낱말,
있는,낱말,
있다,낱말,
있어,낱말,
있을,낱말,
있지,낱말,
자가,낱말,
자기,낱말,
자는,낱말,
자니,낱말,
자도,낱말,
자라,낱말,
자로,낱말,
자를,낱말,
자리,낱말,
자색,낱말,
자손,낱말,
자신,낱말,
자여,낱말,
자와,낱말,
자요,낱말,
자의,낱말,
자주,낱말,
자칭,낱말,
작고,낱말,
작은,낱말,
잔과,낱말,
잔다,낱말,
잔도,낱말,
잔은,낱말,
잔을,낱말,
잘라,낱말,
잠깐,낱말,
잠든,낱말,
잠을,낱말,
잠이,낱말,
잡고,낱말,
잡는,낱말,
잡아,낱말,
잡은,낱말,
잡을,낱말,
잡힌,낱말,
장가,낱말,
장로,낱말,
장차,낱말,
재산,낱말,
재에,낱말,
저가,낱말,
저기,낱말,
저녁,낱말,
저는,낱말,
저를,낱말,
적게,낱말,
적은,낱말,
전대,낱말,
전부,낱말,
전에,낱말,
젊은,낱말,
점심,낱말,
정녕,낱말,
젖이,낱말,
제비,낱말,
제일,낱말,
제자,낱말,
졌고,낱말,
조금,낱말,
조상,낱말,
족한,낱말,
좀도,낱말,
좁은,낱말,
종도,낱말,
종아,낱말,
종은,낱말,
종을,낱말,
종의,낱말,
종이,낱말,
좋다,낱말,
좋은,낱말,
좋을,낱말,
죄가,낱말,
죄도,낱말,
죄를,낱말,
죄인,낱말,
주가,낱말,
주검,낱말,
주고,낱말,
주께,낱말,
주는,낱말,
주라,낱말,
주려,낱말,
주를,낱말,
주린,낱말,
주막,낱말,
주며,낱말,
주면,낱말,
주신,낱말,
주실,낱말,
주어,낱말,
주여,낱말,
주와,낱말,
주위,낱말,
주의,낱말,
주지,낱말,
주추,낱말,
죽게,낱말,
죽고,낱말,
죽기,낱말,
죽는,낱말,
죽어,낱말,
죽은,낱말,
죽을,낱말,
죽인,낱말,
죽일,낱말,
죽지,낱말,
줄로,낱말,
줄을,낱말,
중에,낱말,
중의,낱말,
중한,낱말,
중히,낱말,
쥐엄,낱말,
즉시,낱말,
지가,낱말,
지고,낱말,
지금,낱말,
지기,낱말,
지붕,낱말,
지어,낱말,
지워,낱말,
지은,낱말,
지킬,낱말,
지파,낱말,
지혜,낱말,
질러,낱말,
짐에,낱말,
짐을,낱말,
집에,낱말,
집은,낱말,
집을,낱말,
집이,낱말,
짓고,낱말,
짓되,낱말,
짜게,낱말,
찍어,낱말,
찍혀,낱말,
찢어,낱말,
찢은,낱말,
찢을,낱말,
차매,낱말,
차서,낱말,
착한,낱말,
참된,낱말,
참새,낱말,
창세,낱말,
찾는,낱말,
찾되,낱말,
찾아,낱말,
찾지,낱말,
책에,낱말,
책을,낱말,
처를,낱말,
처음,낱말,
척이,낱말,
천사,낱말,
천하,낱말,
첫날,낱말,
청한,낱말,
초막,낱말,
촌에,낱말,
총독,낱말,
치게,낱말,
치는,낱말,
치던,낱말,
치며,낱말,
치어,낱말,
친구,낱말,
친족,낱말,
친히,낱말,
칠십,낱말,
칭찬,낱말,
칼로,낱말,
칼이,낱말,
켜고,낱말,
켜서,낱말,
크게,낱말,
크냐,낱말,
키가,낱말,
키를,낱말,
타고,낱말,
타작,낱말,
태에,낱말,
태와,낱말,
태워,낱말,
토색,낱말,
티는,낱말,
티를,낱말,
파고,낱말,
파는,낱말,
팔고,낱말,
팔로,낱말,
팔아,낱말,
패가,낱말,
펴고,낱말,
펴서,낱말,
펴지,낱말,
편을,낱말,
평상,낱말,
푸는,낱말,
푸른,낱말,
풀어,낱말,
품에,낱말,
피로,낱말,
피를,낱말,
하게,낱말,
하고,낱말,
하나,낱말,
하는,낱말,
하늘,낱말,
하니,낱말,
하되,낱말,
하라,낱말,
하려,낱말,
하매,낱말,
하며,낱말,
하면,낱말,
하사,낱말,
하신,낱말,
하실,낱말,
하여,낱말,
하지,낱말,
한대,낱말,
할까,낱말,
함과,낱말,
함께,낱말,
함을,낱말,
함이,낱말,
항상,낱말,
해가,낱말,
해를,낱말,
해칠,낱말,
행한,낱말,
행할,낱말,
향단,낱말,
향유,낱말,
헌금,낱말,
헌데,낱말,
헐고,낱말,
험한,낱말,
헤롯,낱말,
혀가,낱말,
혀를,낱말,
형을,낱말,
형이,낱말,
형제,낱말,
호수,낱말,
혹은,낱말,
혼인,낱말,
혼자,낱말,
화가,낱말,
획이,낱말,
후에,낱말,
후히,낱말,
흘린,낱말,
흠이,낱말,
힘써,낱말,
힘을,낱말,
힘이,낱말,
가거든,낱말,
가겠고,낱말,
가기를,낱말,
가까운,낱말,
가까이,낱말,
가난한,낱말,
가니라,낱말,
가다가,낱말,
가더니,낱말,
가두고,낱말,
가둘까,낱말,
가득한,낱말,
가루로,낱말,
가르쳐,낱말,
가르친,낱말,
가리고,낱말,
가리켜,낱말,
가면서,낱말,
가산을,낱말,
가셨을,낱말,
가슴을,낱말,
가시가,낱말,
가시기,낱말,
가시니,낱말,
가시매,낱말,
가실새,낱말,
가운데,낱말,
가이사,낱말,
가족을,낱말,
가지고,낱말,
가지도,낱말,
가지러,낱말,
가지만,낱말,
가지사,낱말,
가지에,낱말,
가지지,낱말,
각처에,낱말,
각하가,낱말,
간계를,낱말,
간절히,낱말,
갈거나,낱말,
갈대냐,낱말,
갈리라,낱말,
갈릴리,낱말,
감추인,낱말,
갑자기,낱말,
갔다가,낱말,
갔더라,낱말,
강도를,낱말,
강도의,낱말,
강보로,낱말,
강보에,낱말,
강에서,낱말,
강하게,낱말,
갖다가,낱말,
같도다,낱말,
같아서,낱말,
같으니,낱말,
같은가,낱말,
같을까,낱말,
같음을,낱말,
갚음을,낱말,
갚음이,낱말,
개들이,낱말,
객실이,낱말,
거기는,낱말,
거기서,낱말,
거두는,낱말,
거두지,낱말,
거룩한,낱말,
거룩히,낱말,
거름을,낱말,
거리가,낱말,
거리로,낱말,
거리와,낱말,
거세게,낱말,
거지가,낱말,
거품을,낱말,
거하는,낱말,
거하니,낱말,
건강한,낱말,
건너올,낱말,
건설된,낱말,
걸으며,낱말,
것들을,낱말,
것보다,낱말,
것에도,낱말,
것으로,낱말,
것이나,낱말,
것이니,낱말,
것이라,낱말,
것이며,낱말,
것이요,낱말,
겉옷을,낱말,
겨리를,낱말,
겨자씨,낱말,
견디기,낱말,
결단코,낱말,
결실을,낱말,
결실치,낱말,
결의와,낱말,
결혼한,낱말,
겸하여,낱말,
경련을,낱말,
경우에,낱말,
계명과,낱말,
계명을,낱말,
계시를,낱말,
계시지,낱말,
계심을,낱말,
고기를,낱말,
고난을,낱말,
고랑에,낱말,
고발할,낱말,
고을로,낱말,
고을을,낱말,
고치게,낱말,
고치고,낱말,
고치는,낱말,
고치라,낱말,
고침을,낱말,
고통과,낱말,
고하니,낱말,
곡식과,낱말,
골방도,낱말,
곳간에,낱말,
곳간을,낱말,
곳곳에,낱말,
곳에는,낱말,
곳에서,낱말,
곳으로,낱말,
공사를,낱말,
공의와,낱말,
공중의,낱말,
공회로,낱말,
과부가,낱말,
과부는,낱말,
과부라,낱말,
과부를,낱말,
과부의,낱말,
관례를,낱말,
관리가,낱말,
관할에,낱말,
광명한,낱말,
광야로,낱말,
광야에,낱말,
광채가,낱말,
광풍이,낱말,
괴롭게,낱말,
교만한,낱말,
구레네,낱말,
구름을,낱말,
구름이,낱말,
구변과,낱말,
구부려,낱말,
구사의,낱말,
구원을,낱말,
구원의,낱말,
구원이,낱말,
구유에,낱말,
구주가,낱말,
구주를,낱말,
구하는,낱말,
구하니,낱말,
구하되,낱말,
구하라,낱말,
구하여,낱말,
구하지,낱말,
군대라,낱말,
권능을,낱말,
권능의,낱말,
권세가,낱말,
권세로,낱말,
권세를,낱말,
권위가,낱말,
권위로,낱말,
권위를,낱말,
권위와,낱말,
권하여,낱말,
권한대,낱말,
권함을,낱말,
귀먹은,낱말,
귀신을,낱말,
귀신의,낱말,
귀신이,낱말,
귀인이,낱말,
귀하냐,낱말,
그같이,낱말,
그것은,낱말,
그것을,낱말,
그것이,낱말,
그늘에,낱말,
그대로,낱말,
그더러,낱말,
그들과,낱말,
그들로,낱말,
그들은,낱말,
그들을,낱말,
그들의,낱말,
그들이,낱말,
그라고,낱말,
그러나,낱말,
그러면,낱말,
그런데,낱말,
그런즉,낱말,
그렇게,낱말,
그렇지,낱말,
그리고,낱말,
그리로,낱말,
그만큼,낱말,
그물을,낱말,
그물이,낱말,
그밖에,낱말,
그보다,낱말,
그에게,낱말,
그이가,낱말,
그치매,낱말,
그치지,낱말,
근심할,낱말,
근처에,낱말,
글에서,낱말,
금식할,낱말,
금하며,낱말,
금하지,낱말,
급료를,낱말,
긍휼로,낱말,
긍휼히,낱말,
기근과,낱말,
기도를,낱말,
기도할,낱말,
기록된,낱말,
기름과,낱말,
기름을,낱말,
기쁨의,낱말,
기쁨이,낱말,
기상은,낱말,
기약이,낱말,
기와를,낱말,
기운을,낱말,
기운이,낱말,
기울여,낱말,
기초만,낱말,
기한이,낱말,
기회를,낱말,
길가에,낱말,
길에서,낱말,
깨끗이,낱말,
깨닫게,낱말,
깨닫지,낱말,
깨어나,낱말,
꺼지지,낱말,
꾀하되,낱말,
꾸짖어,낱말,
끝에서,낱말,
끼우고,낱말,
나가던,낱말,
나가매,낱말,
나가며,낱말,
나가사,낱말,
나가서,낱말,
나갔을,낱말,
나귀를,낱말,
나기를,낱말,
나누게,낱말,
나누는,낱말,
나누라,낱말,
나누어,낱말,
나더라,낱말,
나라가,낱말,
나라는,낱말,
나라로,낱말,
나라를,낱말,
나라에,낱말,
나라의,낱말,
나무가,낱말,
나무는,낱말,
나무를,낱말,
나병이,낱말,
나보다,낱말,
나쁘면,낱말,
나사렛,낱말,
나아가,낱말,
나아와,낱말,
나오는,낱말,
나오니,낱말,
나오되,낱말,
나오라,낱말,
나오사,낱말,
나오실,낱말,
나오지,낱말,
나와서,낱말,
나이가,낱말,
나타나,낱말,
나타날,낱말,
낙개요,낱말,
낙원에,낱말,
낙타가,낱말,
난리와,낱말,
난지라,낱말,
날까지,낱말,
날들은,낱말,
날들을,낱말,
날마다,낱말,
날에는,낱말,
날에도,낱말,
남기지,낱말,
남김이,낱말,
남에게,낱말,
남자가,낱말,
남자를,낱말,
남편과,낱말,
남풍이,낱말,
났다가,낱말,
낮에는,낱말,
낮추는,낱말,
낳으니,낱말,
내게는,낱말,
내게서,낱말,
내나니,낱말,
내려와,낱말,
내력을,낱말,
내리니,낱말,
내밀라,낱말,
내밀어,낱말,
내세에,낱말,
내일과,낱말,
내일은,낱말,
내주라,낱말,
내쫓는,낱말,
내쫓아,낱말,
너더러,낱말,
너보다,낱말,
너희가,낱말,
너희는,낱말,
너희도,낱말,
너희로,낱말,
너희를,낱말,
너희여,낱말,
너희와,낱말,
너희의,낱말,
넉넉한,낱말,
넘겨져,낱말,
넘기려,낱말,
넣어야,낱말,
네리요,낱말,
노기가,낱말,
노아가,낱말,
노아요,낱말,
노아의,낱말,
노하여,낱말,
놀라게,낱말,
놀라고,낱말,
놀라니,낱말,
놀라며,낱말,
놀라운,낱말,
놀랍게,낱말,
높으신,낱말,
높은신,낱말,
높이는,낱말,
높임을,낱말,
놓고자,낱말,
놓였다,낱말,
누구냐,낱말,
누구라,낱말,
누구를,낱말,
누구며,낱말,
누구와,낱말,
누구의,낱말,
누구인,낱말,
누군가,낱말,
누룩과,낱말,
누르고,낱말,
누웠던,낱말,
눈물로,낱말,
눈이라,낱말,
늙어서,낱말,
능력과,낱말,
능력을,낱말,
능력이,낱말,
능욕을,낱말,
능하신,낱말,
능하지,낱말,
니느웨,낱말,
다니는,낱말,
다니며,낱말,
다니사,낱말,
다섯이,낱말,
다윗의,낱말,
다윗이,낱말,
다툼이,낱말,
다하매,낱말,
다하며,낱말,
다하여,낱말,
다함이,낱말,
닫혔고,낱말,
닫히어,낱말,
달려가,낱말,
당신과,낱말,
당신께,낱말,
당신은,낱말,
당신을,낱말,
당신의,낱말,
당신이,낱말,
당일에,낱말,
당장에,낱말,
당하고,낱말,
당하며,낱말,
대답을,낱말,
대답이,낱말,
대대로,낱말,
대로는,낱말,
대시니,낱말,
대시며,낱말,
대신에,낱말,
대적이,낱말,
대적할,낱말,
대접을,낱말,
대접의,낱말,
대하여,낱말,
더러는,낱말,
더러운,낱말,
더욱이,낱말,
더하여,낱말,
던지러,낱말,
덩이를,낱말,
덮거나,낱말,
덮으라,낱말,
데라요,낱말,
데리고,낱말,
데에도,낱말,
도끼가,낱말,
도둑도,낱말,
도둑이,낱말,
도리어,낱말,
도마와,낱말,
도망갈,낱말,
도시에,낱말,
도우사,낱말,
독사의,낱말,
독자요,낱말,
돈이나,낱말,
돌들이,낱말,
돌리고,낱말,
돌리러,낱말,
돌리며,낱말,
돌보아,낱말,
돌아가,낱말,
돌아갈,낱말,
돌아온,낱말,
돌아올,낱말,
돌아와,낱말,
돌이켜,낱말,
돌이킨,낱말,
동네가,낱말,
동네로,낱말,
동네에,낱말,
동네와,낱말,
동류로,낱말,
동생은,낱말,
동생의,낱말,
동생이,낱말,
동안에,낱말,
동이를,낱말,
동일한,낱말,
돼지를,낱말,
되기를,낱말,
되니라,낱말,
되더라,낱말,
되리니,낱말,
되리라,낱말,
되리요,낱말,
되어야,낱말,
되었을,낱말,
됨으로,낱말,
됨이냐,낱말,
두나니,낱말,
두니라,낱말,
두려워,낱말,
