내용,종류,수준
아직,낱말,
아침,낱말,
악성,낱말,
악한,낱말,
안에,낱말,
안의,낱말,
앉는,낱말,
앉은,낱말,
않게,낱말,
않을,낱말,
알게,낱말,
알고,낱말,
앓은,낱말,
암양,낱말,
암컷,낱말,
앞에,낱말,
애굽,낱말,
양과,낱말,
양은,낱말,
양을,낱말,
양의,낱말,
얕고,낱말,
얕지,낱말,
어긴,낱말,
어느,낱말,
어떤,낱말,
어린,낱말,
어찌,낱말,
얹게,낱말,
얻은,낱말,
얻을,낱말,
엄지,낱말,
없게,낱말,
없고,낱말,
없는,낱말,
없을,낱말,
없이,낱말,
여겨,낱말,
여길,낱말,
여러,낱말,
여종,낱말,
열고,낱말,
열두,낱말,
엿새,낱말,
예물,낱말,
예순,낱말,
오늘,낱말,
오래,낱말,
오랜,낱말,
오십,낱말,
오지,낱말,
오직,낱말,
옴과,낱말,
옴은,낱말,
옴을,낱말,
옴의,낱말,
옴이,낱말,
옷과,낱말,
옷을,낱말,
와서,낱말,
외에,낱말,
왼쪽,낱말,
위에,낱말,
위와,낱말,
위의,낱말,
위한,낱말,
육지,낱말,
은에,낱말,
이는,낱말,
이런,낱말,
이레,낱말,
이로,낱말,
이룬,낱말,
이를,낱말,
이마,낱말,
이미,낱말,
이삭,낱말,
이십,낱말,
이어,낱말,
이에,낱말,
이와,낱말,
이웃,낱말,
이혼,낱말,
익은,낱말,
일곱,낱말,
일도,낱말,
일로,낱말,
일에,낱말,
일은,낱말,
일을,낱말,
일의,낱말,
일이,낱말,
일할,낱말,
잃은,낱말,
입고,낱말,
입은,낱말,
입을,낱말,
입지,낱말,
입힌,낱말,
있게,낱말,
있고,낱말,
있기,낱말,
있는,낱말,
있던,낱말,
있어,낱말,
있은,낱말,
있을,낱말,
있음,낱말,
있지,낱말,
자가,낱말,
자기,낱말,
자나,낱말,
자녀,낱말,
자는,낱말,
자니,낱말,
자도,낱말,
자들,낱말,
자라,낱말,
자란,낱말,
자로,낱말,
자를,낱말,
자리,낱말,
자만,낱말,
자매,낱말,
자손,낱말,
자식,낱말,
자에,낱말,
자와,낱말,
자의,낱말,
잡게,낱말,
잡고,낱말,
잡는,낱말,
잡던,낱말,
잡아,낱말,
잡은,낱말,
잡을,낱말,
잡지,낱말,
장소,낱말,
장식,낱말,
재를,낱말,
저녁,낱말,
저는,낱말,
적게,낱말,
적셔,낱말,
전과,낱말,
전병,낱말,
전부,낱말,
전에,낱말,
점을,낱말,
점이,낱말,
정한,낱말,
정할,낱말,
젖과,낱말,
제단,낱말,
제물,낱말,
제비,낱말,
제사,낱말,
제할,낱말,
져야,낱말,
조금,낱말,
조상,낱말,
종기,낱말,
종은,낱말,
종을,낱말,
좋게,낱말,
죄가,낱말,
죄로,낱말,
죄를,낱말,
죄에,낱말,
주고,낱말,
주는,낱말,
주면,낱말,
주신,낱말,
주어,낱말,
주운,낱말,
주지,낱말,
죽은,낱말,
죽인,낱말,
죽일,낱말,
죽지,낱말,
줄로,낱말,
줄에,낱말,
줄을,낱말,
줍지,낱말,
중에,낱말,
중의,낱말,
쥐와,낱말,
지고,낱말,
지방,낱말,
지은,낱말,
지켜,낱말,
지킬,낱말,
지파,낱말,
진영,낱말,
짐승,낱말,
집에,낱말,
집을,낱말,
집의,낱말,
짓고,낱말,
짓을,낱말,
쪽에,낱말,
쫓고,낱말,
쫓는,낱말,
찍어,낱말,
찢겨,낱말,
찢고,낱말,
찢긴,낱말,
찢되,낱말,
찢어,낱말,
찢지,낱말,
찧은,낱말,
차기,낱말,
차면,낱말,
찾을,낱말,
채로,낱말,
채워,낱말,
처음,낱말,
철과,낱말,
첫번,낱말,
첫째,낱말,
추와,낱말,
취할,낱말,
치라,낱말,
치신,낱말,
치지,낱말,
침상,낱말,
침을,낱말,
칼에,낱말,
칼을,낱말,
칼이,낱말,
켜기,낱말,
코가,낱말,
크게,낱말,
탔던,낱말,
털을,낱말,
털의,낱말,
털이,낱말,
토지,낱말,
토함,낱말,
판지,낱말,
팔린,낱말,
팔지,낱말,
패를,낱말,
패할,낱말,
퍼져,낱말,
편을,낱말,
포도,낱말,
풀며,낱말,
풀지,낱말,
피가,낱말,
피나,낱말,
피는,낱말,
피로,낱말,
피를,낱말,
피에,낱말,
피와,낱말,
피운,낱말,
피워,낱말,
피의,낱말,
피째,낱말,
피차,낱말,
하고,낱말,
하기,낱말,
하는,낱말,
하되,낱말,
하라,낱말,
하려,낱말,
하매,낱말,
하며,낱말,
하면,낱말,
하신,낱말,
하여,낱말,
하지,낱말,
할례,낱말,
함께,낱말,
함을,낱말,
함이,낱말,
항상,낱말,
해가,낱말,
해는,낱말,
해를,낱말,
해에,낱말,
했을,낱말,
행한,낱말,
행할,낱말,
행함,낱말,
향단,낱말,
향을,낱말,
허리,낱말,
헌물,낱말,
헐고,낱말,
헐며,낱말,
헛된,낱말,
형제,낱말,
혹은,낱말,
혼자,낱말,
홍색,낱말,
화제,낱말,
회막,낱말,
후에,낱말,
후의,낱말,
훔친,낱말,
휘장,낱말,
흔든,낱말,
흔들,낱말,
흘려,낱말,
흘린,낱말,
흘릴,낱말,
흙을,낱말,
흠이,낱말,
흩을,낱말,
희고,낱말,
희나,낱말,
희년,낱말,
희면,낱말,
희지,낱말,
힌을,낱말,
힘이,낱말,
가까운,낱말,
가까이,낱말,
가꾸어,낱말,
가꾸지,낱말,
가나안,낱말,
가난한,낱말,
가니라,낱말,
가두고,낱말,
가루로,낱말,
가루를,낱말,
가루에,낱말,
가루와,낱말,
가리게,낱말,
가리고,낱말,
가슴과,낱말,
가슴들,낱말,
가슴은,낱말,
가슴을,낱말,
가옥은,낱말,
가옥을,낱말,
가옥의,낱말,
가정을,낱말,
가져갈,낱말,
가져다,낱말,
가져온,낱말,
가져올,낱말,
가족과,낱말,
가족의,낱말,
가죽과,낱말,
가죽은,낱말,
가죽을,낱말,
가증한,낱말,
가증히,낱말,
가지고,낱말,
가지와,낱말,
가축과,낱말,
가축을,낱말,
가축의,낱말,
가치를,낱말,
간부와,낱말,
갈라져,낱말,
갈라진,낱말,
감람을,낱말,
값대로,낱말,
값에서,낱말,
갔음을,낱말,
같았고,낱말,
같으니,낱말,
같으면,낱말,
갚으려,낱말,
객이나,낱말,
거두지,낱말,
거룩한,낱말,
거룩할,낱말,
거룩히,낱말,
거류민,낱말,
거스른,낱말,
거슬러,낱말,
거제로,낱말,
거제를,낱말,
거제의,낱말,
거주할,낱말,
거죽에,낱말,
것들로,낱말,
것들을,낱말,
것마다,낱말,
것에게,낱말,
것으로,낱말,
것이나,낱말,
것이니,낱말,
것이라,낱말,
것이며,낱말,
것이면,낱말,
것이요,낱말,
것인즉,낱말,
겉옷을,낱말,
게라를,낱말,
결단코,낱말,
결례를,낱말,
결점이,낱말,
곁에서,낱말,
계명을,낱말,
계명중,낱말,
고기가,낱말,
고기는,낱말,
고기를,낱말,
고기에,낱말,
고기와,낱말,
고모의,낱말,
고용된,낱말,
고환이,낱말,
곡물을,낱말,
곡물의,낱말,
곡식과,낱말,
곡식을,낱말,
곤충은,낱말,
곤충의,낱말,
곳에서,낱말,
곳으로,낱말,
공의로,낱말,
공평한,낱말,
공포할,낱말,
과목을,낱말,
과부가,낱말,
과부나,낱말,
과실이,낱말,
과자를,낱말,
관유가,낱말,
관유로,낱말,
관유를,낱말,
관유와,낱말,
관이라,낱말,
광야로,낱말,
광야에,낱말,
광주리,낱말,
괴롭게,낱말,
교만을,낱말,
구별한,낱말,
권리가,낱말,
귀먹은,낱말,
귀퉁이,낱말,
규례가,낱말,
규례는,낱말,
규례니,낱말,
규례도,낱말,
규례라,낱말,
규례로,낱말,
규례를,낱말,
규례와,낱말,
그같이,낱말,
그것과,낱말,
그것에,낱말,
그것은,낱말,
그것을,낱말,
그것의,낱말,
그것이,낱말,
그대로,낱말,
그들과,낱말,
그들로,낱말,
그들은,낱말,
그들을,낱말,
그들의,낱말,
그들이,낱말,
그러나,낱말,
그러면,낱말,
그런즉,낱말,
그렇게,낱말,
그릇에,낱말,
그릇은,낱말,
그릇을,낱말,
그리고,낱말,
그에게,낱말,
그치면,낱말,
근원을,낱말,
기간이,낱말,
기구와,낱말,
기념할,낱말,
기름과,낱말,
기름에,낱말,
기름은,낱말,
기름을,낱말,
기름진,낱말,
기쁘게,낱말,
기업된,낱말,
기업의,낱말,
기업이,낱말,
기한이,낱말,
길들이,낱말,
길이나,낱말,
길짐승,낱말,
까마귀,낱말,
깨끗한,낱말,
깨닫게,낱말,
깨닫고,낱말,
깨닫지,낱말,
깨뜨릴,낱말,
깨우쳐,낱말,
꺼지지,낱말,
꺼풀과,낱말,
꺼풀을,낱말,
꼬리와,낱말,
끊어질,낱말,
끊임이,낱말,
끌어갈,낱말,
끝나는,낱말,
나가라,낱말,
나가서,낱말,
나가지,낱말,
나거나,낱말,
나거든,낱말,
나누고,낱말,
나답과,낱말,
나라의,낱말,
나무는,낱말,
나무를,낱말,
나무에,낱말,
나무의,낱말,
나병과,낱말,
나병의,낱말,
나병이,낱말,
나아가,낱말,
나아와,낱말,
나았고,낱말,
나에게,낱말,
나오게,낱말,
나오지,낱말,
나와서,낱말,
나팔을,낱말,
낙타는,낱말,
날개가,낱말,
날까지,낱말,
날부터,낱말,
날에나,낱말,
날에는,낱말,
날에도,낱말,
날이나,낱말,
날이라,낱말,
날이요,낱말,
남녀가,낱말,
남녀를,낱말,
남녀와,낱말,
남에게,낱말,
남자가,낱말,
남자나,낱말,
남자는,낱말,
남자를,낱말,
남자면,낱말,
남자와,낱말,
남자의,낱말,
남종과,낱말,
났으면,낱말,
낳으면,낱말,
내게로,낱말,
내다가,낱말,
내리니,낱말,
내장과,낱말,
내장에,낱말,
냄비의,낱말,
냄새가,낱말,
냄새라,낱말,
냄새를,낱말,
냄새며,낱말,
너새와,낱말,
너희가,낱말,
너희는,낱말,
너희도,낱말,
너희든,낱말,
너희로,낱말,
너희를,낱말,
너희와,낱말,
너희의,낱말,
넣어서,낱말,
네게로,낱말,
네게서,낱말,
년이라,낱말,
노동도,낱말,
노인의,낱말,
노하여,낱말,
놀라운,낱말,
놓으매,낱말,
누룩을,낱말,
누웠던,낱말,
누이니,낱말,
눈썹을,낱말,
눈에는,낱말,
눈으로,낱말,
다니는,낱말,
다리가,낱말,
다섯이,낱말,
다섯째,낱말,
다소를,낱말,
다스릴,낱말,
다시는,낱말,
담그라,낱말,
담당할,낱말,
닿았던,낱말,
대대로,낱말,
대대의,낱말,
대머리,낱말,
대적의,낱말,
대적이,낱말,
대하여,낱말,
대회라,낱말,
더러운,낱말,
더럽혀,낱말,
더럽힐,낱말,
더불어,낱말,
더하여,낱말,
던지고,낱말,
덩이를,낱말,
데려갈,낱말,
데리고,낱말,
도리어,낱말,
도마뱀,낱말,
독주를,낱말,
돈으로,낱말,
돋거나,낱말,
돌리게,낱말,
돌리고,낱말,
돌리는,낱말,
돌보아,낱말,
돌아갈,낱말,
동거인,낱말,
동안에,낱말,
동안은,낱말,
동안을,낱말,
동쪽에,낱말,
동침함,낱말,
동포를,낱말,
돼지는,낱말,
되거든,낱말,
되도록,낱말,
되든지,낱말,
되려고,낱말,
되리라,낱말,
되므로,낱말,
되어도,낱말,
되어서,낱말,
되었을,낱말,
될지니,낱말,
됨이라,낱말,
두렵게,낱말,
두었던,낱말,
둘리지,낱말,
둘이나,낱말,
둘지며,낱말,
둠밈을,낱말,
둥글게,낱말,
뒷다리,낱말,
드려서,낱말,
드려야,낱말,
드리고,낱말,
드리는,낱말,
드리되,낱말,
드리라,낱말,
드리며,낱말,
드리면,낱말,
드리지,낱말,
드릴새,낱말,
들어가,낱말,
들어간,낱말,
들어갈,낱말,
들어올,낱말,
들에서,낱말,
들판은,낱말,
등잔대,낱말,
따라서,낱말,
따르게,낱말,
따르고,낱말,
따르는,낱말,
따르며,낱말,
따르지,낱말,
딸이나,낱말,
땅에서,낱말,
땅으로,낱말,
때까지,낱말,
때든지,낱말,
때문에,낱말,
때에는,낱말,
때에야,낱말,
떠나게,낱말,
떠나서,낱말,
떨어진,낱말,
떼내어,낱말,
떼어내,낱말,
떼어낸,낱말,
떼어낼,낱말,
떼어냄,낱말,
뜰에서,낱말,
띠우고,낱말,
띠우며,낱말,
띠워서,낱말,
마리나,낱말,
마리는,낱말,
마리를,낱말,
마리와,낱말,
마시지,낱말,
마음에,낱말,
마음을,낱말,
마음이,낱말,
마지기,낱말,
마치고,낱말,
만들지,낱말,
만지고,낱말,
만지는,낱말,
만지면,낱말,
만지지,낱말,
많으면,낱말,
말대로,낱말,
말지니,낱말,
말지며,낱말,
말하니,낱말,
말하면,낱말,
말하여,낱말,
매기고,낱말,
매년의,낱말,
맹세한,낱말,
머리가,낱말,
머리를,낱말,
머리에,낱말,
머리와,낱말,
먹다가,낱말,
먹어도,낱말,
먹으라,낱말,
먹으면,낱말,
먹지는,낱말,
멍에의,낱말,
메뚜기,낱말,
면하게,낱말,
면하고,낱말,
면하라,낱말,
멸하며,낱말,
멸하지,낱말,
명령을,낱말,
명령이,낱말,
명령한,낱말,
모발을,낱말,
모세가,낱말,
모세는,낱말,
모세를,낱말,
모세와,낱말,
모세의,낱말,
모여서,낱말,
모으라,낱말,
모이고,낱말,
목에서,낱말,
목자의,낱말,
몫이라,낱말,
몰렉을,낱말,
몸에서,낱말,
못하고,낱말,
못하되,낱말,
못하면,낱말,
못하여,낱말,
무게나,낱말,
무교병,낱말,
무늬를,낱말,
무늬의,낱말,
무르지,낱말,
무리가,낱말,
무성한,낱말,
무엇에,낱말,
무엇을,낱말,
무엇이,낱말,
문란한,낱말,
문신을,낱말,
문에서,낱말,
문으로,낱말,
묻었을,낱말,
물건에,낱말,
물건을,낱말,
물에서,낱말,
미치는,낱말,
미치며,낱말,
미치지,낱말,
미침을,낱말,
바꾸면,낱말,
바꾸지,낱말,
바다에,낱말,
바다와,낱말,
바람에,낱말,
바르고,낱말,
바쳐진,낱말,
바치는,낱말,
박수를,낱말,
밖에서,낱말,
밖으로,낱말,
반드시,낱말,
받으면,낱말,
받침에,낱말,
발가락,낱말,
발생한,낱말,
배불리,낱말,
백막이,낱말,
백성을,낱말,
백성의,낱말,
백성이,낱말,
뱉으면,낱말,
버들을,낱말,
버리게,낱말,
버리는,낱말,
버짐이,낱말,
번인즉,낱말,
번제나,낱말,
번제단,낱말,
번제로,낱말,
번제를,낱말,
번제물,낱말,
번제와,낱말,
번제의,낱말,
번째의,낱말,
벌레에,낱말,
벌하고,낱말,
범죄로,낱말,
범죄한,낱말,
범하면,낱말,
범하여,낱말,
범하지,낱말,
법도를,낱말,
법도와,낱말,
베어낼,낱말,
베임을,낱말,
베짱이,낱말,
벽보다,낱말,
변하여,낱말,
변하지,낱말,
병색이,낱말,
병있는,낱말,
보기에,낱말,
보내고,낱말,
보이면,낱말,
본받아,낱말,
본토가,낱말,
볼지니,낱말,
부러진,낱말,
부리지,낱말,
부모로,낱말,
부모를,낱말,
부서진,낱말,
부수고,낱말,
부음을,낱말,
부정과,낱말,
부정에,낱말,
부정을,낱말,
부정이,낱말,
부정한,낱말,
부정할,낱말,
부지에,낱말,
분명히,낱말,
분배할,낱말,
분별한,낱말,
불결한,낱말,
불결할,낱말,
불사른,낱말,
불사를,낱말,
불살라,낱말,
불의를,낱말,
불의와,낱말,
불지며,낱말,
불태운,낱말,
붉으면,낱말,
붙이고,낱말,
붙이니,낱말,
비틀어,낱말,
빗장을,낱말,
빠져도,낱말,
빠지면,낱말,
빨아서,낱말,
빨아야,낱말,
빨지니,낱말,
빼내며,낱말,
빼내어,낱말,
뿌려서,낱말,
뿌리고,낱말,
뿌리지,낱말,
뿔나팔,낱말,
뿔들에,낱말,
사거든,낱말,
사나운,낱말,
사람과,낱말,
사람도,낱말,
사람은,낱말,
사람을,낱말,
사람의,낱말,
사람이,낱말,
사람인,낱말,
사르되,낱말,
사르지,낱말,
사망을,낱말,
사반도,낱말,
사방에,낱말,
사방을,낱말,
사분의,낱말,
사실을,낱말,
사십구,낱말,
사이에,낱말,
사체나,낱말,
사체를,낱말,
사함을,낱말,
삯꾼과,낱말,
산물을,낱말,
산에서,낱말,
산혈이,낱말,
살리라,낱말,
살붙이,낱말,
살펴볼,낱말,
삼십삼,낱말,
삼촌의,낱말,
삼키매,낱말,
샀으면,낱말,
상당한,낱말,
상처로,낱말,
상해를,낱말,
새김질,낱말,
새끼나,낱말,
새끼로,낱말,
새끼를,낱말,
색점에,낱말,
색점을,낱말,
색점의,낱말,
색점이,낱말,
생겨서,낱말,
생겼다,낱말,
생기면,낱말,
생명과,낱말,
생명은,낱말,
생명을,낱말,
생명이,낱말,
생물과,낱말,
생물에,낱말,
생물은,낱말,
생물을,낱말,
생산한,낱말,
생살은,낱말,
생살을,낱말,
생살이,낱말,
생존할,낱말,
서원한,낱말,
석상을,낱말,
선지라,낱말,
설정한,낱말,
섬기게,낱말,
섬기는,낱말,
섬기던,낱말,
성막과,낱말,
성막을,낱말,
성물로,낱말,
성물에,낱말,
성물을,낱말,
성물이,낱말,
성벽이,낱말,
성소로,낱말,
성소를,낱말,
성소에,낱말,
성소의,낱말,
성읍에,낱말,
성읍을,낱말,
성읍의,낱말,
성읍이,낱말,
성호를,낱말,
성회라,낱말,
성회로,낱말,
성회를,낱말,
성회의,낱말,
세겔로,낱말,
세마포,낱말,
세어서,낱말,
세우고,낱말,
세우신,낱말,
세우지,낱말,
소금을,낱말,
소득과,낱말,
소득이,낱말,
소리를,낱말,
소산이,낱말,
소유가,낱말,
소유로,낱말,
소유의,낱말,
소제는,낱말,
소제로,낱말,
소제를,낱말,
소제물,낱말,
소제에,낱말,
소제와,낱말,
소제의,낱말,
소출로,낱말,
소출은,낱말,
소출을,낱말,
소출의,낱말,
소출이,낱말,
속건제,낱말,
속되게,낱말,
속량할,낱말,
속옷을,낱말,
속이지,낱말,
속죄가,낱말,
속죄소,낱말,
속죄제,낱말,
속죄할,낱말,
속하고,낱말,
속하여,낱말,
손녀나,낱말,
손에서,낱말,
손으로,낱말,
솔개와,낱말,
수고가,낱말,
수대로,낱말,
수소나,낱말,
수소와,낱말,
수염과,낱말,
수염에,낱말,
수효를,낱말,
숙모와,낱말,
숙부의,낱말,
순결한,낱말,
순전히,낱말,
술법을,낱말,
숫양은,낱말,
숫양을,낱말,
숫양의,낱말,
숫염소,낱말,
스스로,낱말,
슬퍼할,낱말,
시체나,낱말,
시체의,낱말,
식물이,낱말,
신접한,낱말,
실과와,낱말,
싫어할,낱말,
심거든,낱말,
심지도,낱말,
십분의,낱말,
십일에,낱말,
썰어서,낱말,
쓸지니,낱말,
씌우고,낱말,
씨에나,낱말,
씻기고,낱말,
씻어서,낱말,
아내가,낱말,
아내를,낱말,
아내와,낱말,
아내의,낱말,
아니한,낱말,
아니할,낱말,
아들의,낱말,
아들이,낱말,
아래로,낱말,
아래에,낱말,
아론과,낱말,
아론은,낱말,
아론의,낱말,
아론이,낱말,
아뢰고,낱말,
아무도,낱말,
아버지,낱말,
아울러,낱말,
아이의,낱말,
아직도,낱말,
아침에,낱말,
아홉째,낱말,
악어와,낱말,
악으로,낱말,
악행이,낱말,
안식년,낱말,
안식을,낱말,
