내용,종류,수준
작은,낱말,
잔과,낱말,
잔다,낱말,
잔디,낱말,
잔을,낱말,
잠깐,낱말,
잡고,낱말,
잡는,낱말,
잡아,낱말,
잡지,낱말,
잡힌,낱말,
장가,낱말,
저가,낱말,
저기,낱말,
저는,낱말,
저를,낱말,
저물,낱말,
전에,낱말,
전한,낱말,
젓는,낱말,
제자,낱말,
조각,낱말,
조금,낱말,
조상,낱말,
존경,낱말,
종을,낱말,
종이,낱말,
좋은,낱말,
좋을,낱말,
죄가,낱말,
죄를,낱말,
죄수,낱말,
죄와,낱말,
죄인,낱말,
주가,낱말,
주게,낱말,
주고,낱말,
주께,낱말,
주나,낱말,
주는,낱말,
주니,낱말,
주라,낱말,
주려,낱말,
주로,낱말,
주를,낱말,
주면,낱말,
주신,낱말,
주어,낱말,
주여,낱말,
주와,낱말,
주의,낱말,
주지,낱말,
죽게,낱말,
죽고,낱말,
죽기,낱말,
죽여,낱말,
죽은,낱말,
죽일,낱말,
죽지,낱말,
줄까,낱말,
줄로,낱말,
줄을,낱말,
중에,낱말,
중의,낱말,
즉시,낱말,
지고,낱말,
지금,낱말,
지를,낱말,
지붕,낱말,
지어,낱말,
지옥,낱말,
지은,낱말,
지혜,낱말,
질러,낱말,
집과,낱말,
집에,낱말,
집은,낱말,
집을,낱말,
집이,낱말,
짓되,낱말,
짓지,낱말,
짜게,낱말,
짜는,낱말,
쬐고,낱말,
차게,낱말,
차에,낱말,
찬송,낱말,
찼고,낱말,
창조,낱말,
찾되,낱말,
첫날,낱말,
쳐서,낱말,
초막,낱말,
촌과,낱말,
촌에,낱말,
추수,낱말,
추어,낱말,
춤을,낱말,
취한,낱말,
치는,낱말,
치던,낱말,
치듯,낱말,
치며,낱말,
친히,낱말,
침을,낱말,
칼을,낱말,
크게,낱말,
크냐,낱말,
타고,낱말,
타서,낱말,
틀을,낱말,
파는,낱말,
팔아,낱말,
펴고,낱말,
펴며,낱말,
평상,낱말,
푸니,낱말,
푸른,낱말,
풀려,낱말,
풀어,낱말,
하게,낱말,
하고,낱말,
하나,낱말,
하는,낱말,
하늘,낱말,
하니,낱말,
하던,낱말,
하되,낱말,
하라,낱말,
하랴,낱말,
하려,낱말,
하매,낱말,
하며,낱말,
하면,낱말,
하신,낱말,
하실,낱말,
하여,낱말,
하지,낱말,
한다,낱말,
한대,낱말,
한쪽,낱말,
할까,낱말,
할지,낱말,
함께,낱말,
함을,낱말,
함이,낱말,
항상,낱말,
해가,낱말,
해를,낱말,
행한,낱말,
향유,낱말,
헐고,낱말,
헤롯,낱말,
혀가,낱말,
혀에,낱말,
혈루,낱말,
형을,낱말,
형이,낱말,
형제,낱말,
혼자,낱말,
홀로,낱말,
화가,낱말,
화를,낱말,
환난,낱말,
후에,낱말,
흙이,낱말,
흩어,낱말,
희게,낱말,
힘을,낱말,
힘이,낱말,
가까운,낱말,
가까이,낱말,
가난한,낱말,
가니라,낱말,
가로되,낱말,
가르쳐,낱말,
가르친,낱말,
가리고,낱말,
가리라,낱말,
가리켜,낱말,
가산을,낱말,
가시가,낱말,
가시니,낱말,
가실새,낱말,
가운데,낱말,
가증한,낱말,
가지가,낱말,
가지게,낱말,
가지고,낱말,
가지러,낱말,
가지로,낱말,
가지를,낱말,
가지사,낱말,
가지지,낱말,
가질까,낱말,
간곡히,낱말,
갈대로,낱말,
갈대에,낱말,
갈릴리,낱말,
감추인,낱말,
감하지,낱말,
갔더니,낱말,
갔더라,낱말,
강도를,낱말,
강도의,낱말,
강에서,낱말,
같으니,낱말,
개들도,낱말,
개밖에,낱말,
객실이,낱말,
거기를,낱말,
거기서,낱말,
거니실,낱말,
거라사,낱말,
거룩한,낱말,
거리에,낱말,
거슬러,낱말,
거절할,낱말,
거품을,낱말,
건강한,낱말,
건너가,낱말,
건너편,낱말,
걸어서,낱말,
걸으니,낱말,
것들이,낱말,
것보다,낱말,
것으로,낱말,
것이나,낱말,
것이냐,낱말,
것이니,낱말,
것이라,낱말,
것이며,낱말,
것이요,낱말,
겉옷을,낱말,
겨를도,낱말,
겨울에,낱말,
겨자씨,낱말,
견디는,낱말,
결단코,낱말,
결박한,낱말,
결실을,낱말,
겸하여,낱말,
경련을,낱말,
곁에서,낱말,
계명은,낱말,
계명을,낱말,
계명이,낱말,
계시니,낱말,
계시지,낱말,
계실새,낱말,
고난을,낱말,
고랑과,낱말,
고랑을,낱말,
고르반,낱말,
고치실,낱말,
고하니,낱말,
고하되,낱말,
고향과,낱말,
곳곳에,낱말,
곳에는,낱말,
곳에서,낱말,
곳으로,낱말,
공중의,낱말,
공회가,낱말,
공회에,낱말,
공회와,낱말,
과부는,낱말,
과부의,낱말,
광야로,낱말,
광야에,낱말,
광채가,낱말,
광풍이,낱말,
괴롭게,낱말,
교만과,낱말,
교훈에,낱말,
교훈을,낱말,
구레네,낱말,
구르며,낱말,
구름을,낱말,
구름이,낱말,
구멍을,낱말,
구원을,낱말,
구원할,낱말,
구하는,낱말,
구하라,낱말,
구하며,낱말,
구하면,낱말,
구하여,낱말,
군대니,낱말,
군대를,낱말,
군호를,낱말,
굴려져,낱말,
권능과,낱말,
권능도,낱말,
권능을,낱말,
권능이,낱말,
권세가,낱말,
권세를,낱말,
권위로,낱말,
권위를,낱말,
권한을,낱말,
귀신아,낱말,
귀신을,낱말,
귀신의,낱말,
귀신이,낱말,
그것을,낱말,
그것이,낱말,
그곳에,낱말,
그늘에,낱말,
그니라,낱말,
그대로,낱말,
그들과,낱말,
그들도,낱말,
그들로,낱말,
그들은,낱말,
그들을,낱말,
그들의,낱말,
그들이,낱말,
그들인,낱말,
그러나,낱말,
그러면,낱말,
그러한,낱말,
그런즉,낱말,
그렇게,낱말,
그렇지,낱말,
그릇에,낱말,
그리고,낱말,
그리로,낱말,
그물을,낱말,
그에게,낱말,
그이니,낱말,
그치고,낱말,
근원이,낱말,
금식할,낱말,
금하지,낱말,
기근이,낱말,
기도할,낱말,
기록된,낱말,
기름을,낱말,
기쁘게,낱말,
기사를,낱말,
기색을,낱말,
기운을,낱말,
기회가,낱말,
기회를,낱말,
길가에,낱말,
길에서,낱말,
깁는데,낱말,
깃들일,낱말,
깨닫지,낱말,
깨뜨려,낱말,
깨우며,낱말,
꺼리는,낱말,
꺼지지,낱말,
꾀하니,낱말,
꾸미고,낱말,
꾸짖어,낱말,
끝까지,낱말,
끝으로,낱말,
나가는,낱말,
나가니,낱말,
나가사,낱말,
나가서,낱말,
나가실,낱말,
나갈새,낱말,
나기를,낱말,
나누어,낱말,
나누지,낱말,
나눌새,낱말,
나라가,낱말,
나라는,낱말,
나라를,낱말,
나라에,낱말,
나라여,낱말,
나라의,낱말,
나무에,낱말,
나병이,낱말,
나보다,낱말,
나사렛,낱말,
나아가,낱말,
나아서,낱말,
나아와,낱말,
나오고,낱말,
나오나,낱말,
나오는,낱말,
나오니,낱말,
나오라,낱말,
나오사,낱말,
나와서,낱말,
나왔을,낱말,
나이가,낱말,
나타나,낱말,
낙타가,낱말,
낙타털,낱말,
난리와,낱말,
난리의,낱말,
날까지,낱말,
날들을,낱말,
날들이,낱말,
날마다,낱말,
날에는,낱말,
남자는,낱말,
남자와,낱말,
남편을,낱말,
낱낱이,낱말,
내거늘,낱말,
내게로,낱말,
내게서,낱말,
내나니,낱말,
내려온,낱말,
내려올,낱말,
내려와,낱말,
내리니,낱말,
내밀라,낱말,
내밀매,낱말,
내밀어,낱말,
내세에,낱말,
내주며,낱말,
내쫓는,낱말,
내쫓아,낱말,
너희가,낱말,
너희는,낱말,
너희도,낱말,
너희로,낱말,
너희를,낱말,
너희와,낱말,
너희의,낱말,
넘겨져,낱말,
넘겨줄,낱말,
넣는데,낱말,
네게서,낱말,
노릇을,낱말,
놀라고,낱말,
놀라니,낱말,
놀라매,낱말,
놀라며,낱말,
놀라지,낱말,
놀랍게,낱말,
높으신,낱말,
놓으매,낱말,
누구라,낱말,
누구를,낱말,
누구의,낱말,
누룩과,낱말,
누룩을,낱말,
누웠고,낱말,
눈으로,낱말,
능력도,낱말,
능력이,낱말,
다니는,낱말,
다니며,낱말,
다시는,낱말,
다윗의,낱말,
다윗이,낱말,
다하고,낱말,
다하여,낱말,
단단히,낱말,
달갑게,낱말,
달려와,낱말,
당기어,낱말,
당돌히,낱말,
당신과,낱말,
당신은,낱말,
당신의,낱말,
당신이,낱말,
당하고,낱말,
대나니,낱말,
대답도,낱말,
대답할,낱말,
대시며,낱말,
대어도,낱말,
대하여,낱말,
더듬는,낱말,
더러는,낱말,
더러운,낱말,
더럽게,낱말,
더불어,낱말,
더하게,낱말,
던지는,낱말,
던짐이,낱말,
덮으며,낱말,
데려갈,낱말,
데리고,낱말,
도리어,낱말,
도마와,낱말,
도무지,낱말,
도보로,낱말,
도시나,낱말,
돈이나,낱말,
돌들이,낱말,
돌리며,낱말,
돌밭에,낱말,
돌보지,낱말,
돌아가,낱말,
돌이켜,낱말,
동네가,낱말,
동네에,낱말,
동생의,낱말,
동생이,낱말,
동안에,낱말,
동이를,낱말,
동일한,낱말,
돼지의,낱말,
되고자,낱말,
되니라,낱말,
되리라,낱말,
되어야,낱말,
되었다,낱말,
됨이냐,낱말,
두로와,낱말,
두르고,낱말,
두었던,낱말,
둔하냐,낱말,
둘째는,낱말,
둘째도,낱말,
뒤에서,낱말,
드러내,낱말,
드리는,낱말,
드림이,낱말,
듣고도,낱말,
듣기는,낱말,
듣는가,낱말,
듣더라,낱말,
듣지도,낱말,
들거늘,낱말,
들렸다,낱말,
들렸던,낱말,
들리어,낱말,
들어가,낱말,
들어도,낱말,
들어설,낱말,
들어와,낱말,
들었을,낱말,
들에서,낱말,
들으니,낱말,
들으라,낱말,
들이요,낱말,
등불을,낱말,
따라가,낱말,
따르는,낱말,
따르라,낱말,
따르며,낱말,
따르지,낱말,
땅에서,낱말,
때까지,낱말,
때든지,낱말,
때라도,낱말,
때리고,낱말,
때문에,낱말,
때에는,낱말,
떠나고,낱말,
떠나사,낱말,
떠나서,낱말,
떠드는,낱말,
떠들며,낱말,
떨기에,낱말,
떼시던,낱말,
뜻대로,낱말,
뜻이라,낱말,
랍비여,낱말,
레위가,낱말,
루포의,낱말,
마땅치,낱말,
마르매,낱말,
마리가,낱말,
마리도,낱말,
마리를,낱말,
마시는,낱말,
마시매,낱말,
마시며,낱말,
마시지,낱말,
마을로,낱말,
마을에,낱말,
마음에,낱말,
마음은,낱말,
마음을,낱말,
마음이,낱말,
마치신,낱말,
마태와,낱말,
막달라,낱말,
만국에,낱말,
만나서,낱말,
만들고,낱말,
만들어,낱말,
만민이,낱말,
만족을,낱말,
많으나,낱말,
많으신,낱말,
맏이가,낱말,
말라고,낱말,
말랐고,낱말,
말씀에,낱말,
말씀을,낱말,
말씀이,낱말,
말이냐,낱말,
말하게,낱말,
말하기,낱말,
말하는,낱말,
말하니,낱말,
말하되,낱말,
말하며,낱말,
말하여,낱말,
말하지,낱말,
말한대,낱말,
망대를,낱말,
맞은편,낱말,
맞추니,낱말,
맡기며,낱말,
맹세한,낱말,
맹인을,낱말,
맹인의,낱말,
맹인이,낱말,
머리를,낱말,
머리에,낱말,
머물러,낱말,
먹는가,낱말,
먹더라,낱말,
먼지를,낱말,
멀도다,낱말,
멀리서,낱말,
멀찍이,낱말,
멸망의,낱말,
멸시를,낱말,
멸하러,낱말,
명령을,낱말,
명에게,낱말,
명절이,낱말,
명하니,낱말,
명하사,낱말,
명하여,낱말,
명한즉,낱말,
명함과,낱말,
모르게,낱말,
모르고,낱말,
모세가,낱말,
모세는,낱말,
모세를,낱말,
모세와,낱말,
모세의,낱말,
모시고,낱말,
모여서,낱말,
모으고,낱말,
모이는,낱말,
목수가,낱말,
목숨과,낱말,
목숨을,낱말,
목자를,낱말,
몰약을,낱말,
몸으로,낱말,
몸이니,낱말,
못하게,낱말,
못하고,낱말,
못하는,낱말,
못하니,낱말,
못하되,낱말,
못하며,낱말,
못함을,낱말,
못함이,낱말,
몽치를,낱말,
무덤에,낱말,
무렵에,낱말,
무리가,낱말,
무리는,낱말,
무리를,낱말,
무리와,낱말,
무엇을,낱말,
무엇이,낱말,
문에서,낱말,
묻거든,낱말,
묻기도,낱말,
묻자와,낱말,
물건을,낱말,
물결이,낱말,
물고기,낱말,
물에서,낱말,
물으니,낱말,
미움을,낱말,
미쳤다,낱말,
미혹을,낱말,
민란을,낱말,
민란이,낱말,
민족을,낱말,
민족이,낱말,
믿기만,낱말,
믿으라,낱말,
믿음을,낱말,
믿음이,낱말,
밀더라,낱말,
바꾸는,낱말,
바다도,낱말,
바다로,낱말,
바다를,낱말,
바다에,낱말,
바닷가,낱말,
바라고,낱말,
바람과,낱말,
바람을,낱말,
바람이,낱말,
바르기,낱말,
바치는,낱말,
바치라,낱말,
박으니,낱말,
박해가,낱말,
박해를,낱말,
박히게,낱말,
박히신,낱말,
밖에서,낱말,
밖으로,낱말,
받더라,낱말,
받들지,낱말,
받았고,낱말,
받으나,낱말,
받으라,낱말,
받으려,낱말,
방도를,낱말,
방언을,낱말,
배들도,낱말,
배불리,낱말,
배에서,낱말,
배우라,낱말,
백성을,낱말,
백성이,낱말,
뱉으며,낱말,
버렸고,낱말,
버리게,낱말,
버리고,낱말,
버리는,낱말,
버리라,낱말,
번민을,낱말,
베개를,낱말,
베다니,낱말,
별들이,낱말,
병에서,낱말,
병으로,낱말,
병자를,낱말,
병자와,낱말,
보거든,낱말,
보기는,낱말,
보기를,낱말,
보내는,낱말,
보내니,낱말,
보내매,낱말,
보내며,낱말,
보내면,낱말,
보내사,낱말,
보내신,낱말,
보내어,낱말,
보느냐,낱말,
보더니,낱말,
보더라,낱말,
보려고,낱말,
보리니,낱말,
보리라,낱말,
보소서,낱말,
보시고,낱말,
보시니,낱말,
보시며,낱말,
보시오,낱말,
보신즉,낱말,
보실새,낱말,
보아도,낱말,
보이고,낱말,
보이라,낱말,
보이지,낱말,
보지도,낱말,
보화가,낱말,
복음을,낱말,
복음의,낱말,
복음이,낱말,
부대를,낱말,
부대에,낱말,
부딪쳐,낱말,
부르니,낱말,
부르라,낱말,
부르러,낱말,
부르며,낱말,
부르사,낱말,
부른다,낱말,
부리는,낱말,
부모를,낱말,
부모와,낱말,
부으니,낱말,
부자가,낱말,
부자는,낱말,
부정한,낱말,
부족한,낱말,
부활이,낱말,
불러서,낱말,
불로써,낱말,
불쌍히,낱말,
붙들고,낱말,
붙들러,낱말,
붙이는,낱말,
비둘기,낱말,
비로소,낱말,
비밀을,낱말,
비방과,낱말,
비방할,낱말,
비유가,낱말,
비유로,낱말,
비유를,낱말,
비탈로,낱말,
빌립과,낱말,
빌립보,낱말,
빌립의,낱말,
빼앗길,낱말,
빼앗는,낱말,
빼앗지,낱말,
뽑더라,낱말,
뿌려진,낱말,
뿌리가,낱말,
뿌리는,낱말,
뿌리러,낱말,
뿌리지,낱말,
뿌리째,낱말,
뿌릴새,낱말,
뿌림과,낱말,
사람도,낱말,
사람은,낱말,
사람을,낱말,
사람의,낱말,
사람이,낱말,
사무를,낱말,
사방에,낱말,
사실을,낱말,
사이로,낱말,
사이에,낱말,
사자를,낱말,
사탄아,낱말,
사탄을,낱말,
사탄이,낱말,
사하는,낱말,
사하여,낱말,
사함을,낱말,
사형에,낱말,
사흘에,낱말,
사흘이,낱말,
산더러,낱말,
산에서,낱말,
산으로,낱말,
살아난,낱말,
살아날,낱말,
살이라,낱말,
살인과,낱말,
삼가라,낱말,
삼으라,낱말,
삼키며,낱말,
상관이,낱말,
상처를,낱말,
새끼가,낱말,
새끼를,낱말,
새들이,낱말,
새벽에,낱말,
생각이,낱말,
생명을,낱말,
생일에,낱말,
생활비,낱말,
서기관,낱말,
서리니,낱말,
석청을,낱말,
선생님,낱말,
선생을,낱말,
선지자,낱말,
선하다,낱말,
섬기는,낱말,
섬기던,낱말,
섬기려,낱말,
섬김을,낱말,
성경도,낱말,
성경에,낱말,
성경을,낱말,
성내로,낱말,
성령에,낱말,
성령을,낱말,
성령이,낱말,
성전에,낱말,
성전을,낱말,
성함을,낱말,
세간을,낱말,
세관에,낱말,
세금을,낱말,
세대가,낱말,
세대에,낱말,
세대여,낱말,
세례가,낱말,
세례를,낱말,
세리와,낱말,
세상의,낱말,
셋째도,낱말,
소굴을,낱말,
소금은,낱말,
소금을,낱말,
소금이,낱말,
소녀가,낱말,
소녀야,낱말,
소리가,낱말,
소리로,낱말,
소리를,낱말,
소문을,낱말,
소문이,낱말,
소반에,낱말,
소수의,낱말,
속에서,낱말,
속으로,낱말,
속임과,낱말,
손으로,낱말,
순전한,낱말,
쉬어라,낱말,
스스로,낱말,
시간도,낱말,
시골로,낱말,
시기로,낱말,
시돈을,낱말,
시몬과,낱말,
시몬아,낱말,
시몬의,낱말,
시몬이,낱말,
시위병,낱말,
시장할,낱말,
시집도,낱말,
시체를,낱말,
시험에,낱말,
시험을,낱말,
식사할,낱말,
신랑과,낱말,
신랑을,낱말,
싹이요,낱말,
써주어,낱말,
씌우고,낱말,
씨보다,낱말,
아나니,낱말,
아내가,낱말,
아내로,낱말,
아내를,낱말,
아노니,낱말,
아니냐,낱말,
아니니,낱말,
아니라,낱말,
아니면,낱말,
아니요,낱말,
아니한,낱말,
아들도,낱말,
아들은,낱말,
아들을,낱말,
아들인,낱말,
아래에,낱말,
아무나,낱말,
아무도,낱말,
아버지,낱말,
아비가,낱말,
아시고,낱말,
아이가,낱말,
아이로,낱말,
아이와,낱말,
아이의,낱말,
